contrast	module	orthogroup_id	gene_label	display_gene_label	x	index_in_module	strain	point_class	status_raw	member_gene_count_in_strain	direction	plot_direction	logFC	pvalue	FDR	neg_log10_p	n_DEG_events	n_DEG_strains	DEG_strains	directions	strict_function_evidence	representative_product	ko_terms	pathway_ids	member_gene_symbols
D55_vs_D0	membrane maintenance	OG0000943	tolB	tolB	1	1	Halomonas	DEG	DEG	1	Up	Up	1.52999668444497	5.83150591349637e-10	8.96660909267882e-09	9.2342192796373	2	2	Halomonas;Sphingopyxis	Down;Up	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	PD40 domain-containing protein	K03641		tolB
D55_vs_D0	membrane maintenance	OG0000943	tolB	tolB	1	1	Psychrobacter	Present_not_DEG	Homolog_present_not_DEG	2							2	2	Halomonas;Sphingopyxis	Down;Up	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	PD40 domain-containing protein	K03641		tolB
D55_vs_D0	membrane maintenance	OG0000943	tolB	tolB	1	1	Sphingopyxis	DEG	DEG	1	Down	Down	-1.97315394034216	7.9434048056133e-14	8.42826198205983e-13	13.0999933047093	2	2	Halomonas;Sphingopyxis	Down;Up	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	PD40 domain-containing protein	K03641		tolB
D55_vs_D0	membrane maintenance	OG0000943	tolB	tolB	1	1	Aequorivita	Absent	Absent	0							2	2	Halomonas;Sphingopyxis	Down;Up	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	PD40 domain-containing protein	K03641		tolB
D55_vs_D0	membrane maintenance	OG0000242	bepA	bepA	2	2	Halomonas	DEG	DEG	2	Up	Up	1.43671847940922	1.25893179609935e-09	1.67457911925597e-08	8.8999977975967	2	2	Aequorivita;Halomonas	Down;Up	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	M48 family metalloprotease	K23010;K01423	map05017	bepA
D55_vs_D0	membrane maintenance	OG0000242	bepA	bepA	2	2	Psychrobacter	Present_not_DEG	Homolog_present_not_DEG	2							2	2	Aequorivita;Halomonas	Down;Up	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	M48 family metalloprotease	K23010;K01423	map05017	bepA
D55_vs_D0	membrane maintenance	OG0000242	bepA	bepA	2	2	Sphingopyxis	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Aequorivita;Halomonas	Down;Up	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	M48 family metalloprotease	K23010;K01423	map05017	bepA
D55_vs_D0	membrane maintenance	OG0000242	bepA	bepA	2	2	Aequorivita	DEG	DEG	1	Down	Down	-1.46772356217751	3.78385077382162e-09	2.65637749003918e-07	8.42206599948582	2	2	Aequorivita;Halomonas	Down;Up	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	M48 family metalloprotease	K23010;K01423	map05017	bepA
D55_vs_D0	membrane maintenance	OG0001247	bamB	bamB	3	3	Halomonas	DEG	DEG	1	Up	Up	1.00368042534314	5.75058578134651e-06	2.43383378018605e-05	5.24028791380625	2	2	Halomonas;Psychrobacter	Up	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	PQQ-binding-like beta-propeller repeat protein	K17713		bamB
D55_vs_D0	membrane maintenance	OG0001247	bamB	bamB	3	3	Psychrobacter	DEG	DEG	1	Up	Up	1.52931939577337	2.30571173755715e-06	2.09709972320674e-05	5.63719498958845	2	2	Halomonas;Psychrobacter	Up	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	PQQ-binding-like beta-propeller repeat protein	K17713		bamB
D55_vs_D0	membrane maintenance	OG0001247	bamB	bamB	3	3	Sphingopyxis	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Halomonas;Psychrobacter	Up	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	PQQ-binding-like beta-propeller repeat protein	K17713		bamB
D55_vs_D0	membrane maintenance	OG0001247	bamB	bamB	3	3	Aequorivita	Absent	Absent	0							2	2	Halomonas;Psychrobacter	Up	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	PQQ-binding-like beta-propeller repeat protein	K17713		bamB
D55_vs_D0	membrane maintenance	OG0001336	pgpA	pgpA	4	4	Halomonas	DEG	DEG	2	Up	Up	1.00177872455625	1.1732435581753e-05	4.43872732167451e-05	4.93061182165125	2	2	Halomonas;Psychrobacter	Up	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	MULTISPECIES: phosphatidylglycerophosphatase A	K01095	map00564;map01100	pgpA
D55_vs_D0	membrane maintenance	OG0001336	pgpA	pgpA	4	4	Psychrobacter	DEG	DEG	1	Up	Up	1.02360728657794	3.64707580443449e-05	0.0001895487016726	4.4380552097859	2	2	Halomonas;Psychrobacter	Up	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	MULTISPECIES: phosphatidylglycerophosphatase A	K01095	map00564;map01100	pgpA
D55_vs_D0	membrane maintenance	OG0001336	pgpA	pgpA	4	4	Sphingopyxis	Absent	Absent	0							2	2	Halomonas;Psychrobacter	Up	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	MULTISPECIES: phosphatidylglycerophosphatase A	K01095	map00564;map01100	pgpA
D55_vs_D0	membrane maintenance	OG0001336	pgpA	pgpA	4	4	Aequorivita	Absent	Absent	0							2	2	Halomonas;Psychrobacter	Up	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	MULTISPECIES: phosphatidylglycerophosphatase A	K01095	map00564;map01100	pgpA
D55_vs_D0	ROS removal	OG0000834	katG	katG	6.25	1	Halomonas	DEG	DEG	1	Up	Up	2.90919613602116	1.34067209847411e-12	8.35060051417556e-11	11.8726774288872	4	4	Aequorivita;Halomonas;Psychrobacter;Sphingopyxis	Down;Up	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	catalase	K03782	map00360;map00380;map00940;map00983;map01100;map01110	katG
D55_vs_D0	ROS removal	OG0000834	katG	katG	6.25	1	Psychrobacter	DEG	DEG	1	Down	Down	-2.61720870036223	9.46011981414787e-06	6.17737738291365e-05	5.02410336314432	4	4	Aequorivita;Halomonas;Psychrobacter;Sphingopyxis	Down;Up	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	catalase	K03782	map00360;map00380;map00940;map00983;map01100;map01110	katG
D55_vs_D0	ROS removal	OG0000834	katG	katG	6.25	1	Sphingopyxis	DEG	DEG	1	Up	Up	1.29549587432752	2.55921989795763e-07	5.72060918367001e-07	6.59189239626734	4	4	Aequorivita;Halomonas;Psychrobacter;Sphingopyxis	Down;Up	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	catalase	K03782	map00360;map00380;map00940;map00983;map01100;map01110	katG
D55_vs_D0	ROS removal	OG0000834	katG	katG	6.25	1	Aequorivita	DEG	DEG	1	Down	Down	-3.59336250870869	2.17478917272536e-11	1.36794238964425e-08	10.6625828378173	4	4	Aequorivita;Halomonas;Psychrobacter;Sphingopyxis	Down;Up	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	catalase	K03782	map00360;map00380;map00940;map00983;map01100;map01110	katG
D55_vs_D0	ROS removal	OG0001394	ahpF	ahpF	7.25	2	Halomonas	DEG	DEG	1	Up	Up	1.98178591886171	2.13685036652016e-11	6.17476071428928e-10	10.6702258883506	3	3	Halomonas;Psychrobacter;Sphingopyxis	Down;Up	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	MULTISPECIES: alkyl hydroperoxide reductase subunit F	K03387		ahpF
D55_vs_D0	ROS removal	OG0001394	ahpF	ahpF	7.25	2	Psychrobacter	DEG	DEG	1	Down	Down	-3.18208684726545	1.4984160174417e-07	2.51186359460058e-06	6.82436759318129	3	3	Halomonas;Psychrobacter;Sphingopyxis	Down;Up	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	MULTISPECIES: alkyl hydroperoxide reductase subunit F	K03387		ahpF
D55_vs_D0	ROS removal	OG0001394	ahpF	ahpF	7.25	2	Sphingopyxis	DEG	DEG	1	Up	Up	5.9370722280952	2.33943524885776e-18	2.54842479775572e-16	17.6308889707552	3	3	Halomonas;Psychrobacter;Sphingopyxis	Down;Up	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	MULTISPECIES: alkyl hydroperoxide reductase subunit F	K03387		ahpF
D55_vs_D0	ROS removal	OG0001394	ahpF	ahpF	7.25	2	Aequorivita	Absent	Absent	0							3	3	Halomonas;Psychrobacter;Sphingopyxis	Down;Up	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	MULTISPECIES: alkyl hydroperoxide reductase subunit F	K03387		ahpF
D55_vs_D0	ROS removal	OG0000341	prx	prx	8.25	3	Halomonas	DEG	DEG	2	Up	Up	2.19224351418245	2.25031974208989e-11	6.28589314623777e-10	10.6477557697289	3	3	Aequorivita;Halomonas;Sphingopyxis	Down;Up	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	MULTISPECIES: peroxiredoxin	K24158;K03386	map04214	prx;ahpC
D55_vs_D0	ROS removal	OG0000341	prx	prx	8.25	3	Psychrobacter	Present_not_DEG	Homolog_present_not_DEG	1							3	3	Aequorivita;Halomonas;Sphingopyxis	Down;Up	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	MULTISPECIES: peroxiredoxin	K24158;K03386	map04214	prx;ahpC
D55_vs_D0	ROS removal	OG0000341	prx	prx	8.25	3	Sphingopyxis	DEG	DEG	1	Down	Down	-1.02776486502151	2.64171947845915e-08	6.89547863866176e-08	7.57811330156837	3	3	Aequorivita;Halomonas;Sphingopyxis	Down;Up	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	MULTISPECIES: peroxiredoxin	K24158;K03386	map04214	prx;ahpC
D55_vs_D0	ROS removal	OG0000341	prx	prx	8.25	3	Aequorivita	DEG	DEG	1	Down	Down	-1.15797345951245	0.0003372615941839	0.0013775165113096	3.47203311147507	3	3	Aequorivita;Halomonas;Sphingopyxis	Down;Up	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	MULTISPECIES: peroxiredoxin	K24158;K03386	map04214	prx;ahpC
D55_vs_D0	ROS removal	OG0000365	sodC	sodC	9.25	4	Halomonas	DEG	DEG	1	Up	Up	1.88239033484486	2.98054339707225e-07	1.84331761383509e-06	6.5257045504083	3	3	Aequorivita;Halomonas;Psychrobacter	Down;Up	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	MULTISPECIES: superoxide dismutase family protein	K04565	map04146;map04213;map05012;map05014;map05016;map05020;map05022;map05208	
D55_vs_D0	ROS removal	OG0000365	sodC	sodC	9.25	4	Psychrobacter	DEG	DEG	1	Down	Down	-1.61205255734005	3.41776797369858e-08	7.63477510661401e-07	7.46625742410877	3	3	Aequorivita;Halomonas;Psychrobacter	Down;Up	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	MULTISPECIES: superoxide dismutase family protein	K04565	map04146;map04213;map05012;map05014;map05016;map05020;map05022;map05208	
D55_vs_D0	ROS removal	OG0000365	sodC	sodC	9.25	4	Sphingopyxis	Present_not_DEG	Homolog_present_not_DEG	2							3	3	Aequorivita;Halomonas;Psychrobacter	Down;Up	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	MULTISPECIES: superoxide dismutase family protein	K04565	map04146;map04213;map05012;map05014;map05016;map05020;map05022;map05208	
D55_vs_D0	ROS removal	OG0000365	sodC	sodC	9.25	4	Aequorivita	DEG	DEG	1	Down	Down	-1.53835099929148	9.0395496074812e-08	2.48079446604346e-06	7.04385320756208	3	3	Aequorivita;Halomonas;Psychrobacter	Down;Up	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	MULTISPECIES: superoxide dismutase family protein	K04565	map04146;map04213;map05012;map05014;map05016;map05020;map05022;map05208	
D55_vs_D0	ROS removal	OG0000624	ahpC	ahpC	10.25	5	Halomonas	DEG	DEG	1	Up	Up	1.13288936563422	1.1212496681992e-05	4.2961200927943e-05	4.95029767246449	2	2	Halomonas;Sphingopyxis	Up	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	alkyl hydroperoxide reductase	K24119		ahpC
D55_vs_D0	ROS removal	OG0000624	ahpC	ahpC	10.25	5	Psychrobacter	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Halomonas;Sphingopyxis	Up	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	alkyl hydroperoxide reductase	K24119		ahpC
