contrast	module	orthogroup_id	gene_label	display_gene_label	x	index_in_module	strain	point_class	status_raw	member_gene_count_in_strain	direction	plot_direction	logFC	pvalue	FDR	neg_log10_p	n_DEG_events	n_DEG_strains	DEG_strains	directions	strict_function_evidence	representative_product	ko_terms	pathway_ids	member_gene_symbols
D55_vs_D0	proteostasis	OG0000329	ftsH	ftsH	31.75	6	Sphingopyxis	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Aequorivita;Halomonas	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	ATP-dependent zinc metalloprotease FtsH	K03798		ftsH
D55_vs_D0	proteostasis	OG0000329	ftsH	ftsH	31.75	6	Aequorivita	DEG	DEG	2	Down	Down	-1.0715237519391	1.21472028113412e-06	1.48360981909391e-05	5.91552371741198	2	2	Aequorivita;Halomonas	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	ATP-dependent zinc metalloprotease FtsH	K03798		ftsH
D55_vs_D0	proteostasis	OG0001280	clpA	clpA	32.75	7	Halomonas	DEG	DEG	1	Up	Up	1.9332415588098	1.31883503128168e-10	2.48355900272819e-09	9.87980952551867	2	2	Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	ATP-dependent Clp protease ATP-binding subunit ClpA	K03694		clpA
D55_vs_D0	proteostasis	OG0001280	clpA	clpA	32.75	7	Psychrobacter	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	ATP-dependent Clp protease ATP-binding subunit ClpA	K03694		clpA
D55_vs_D0	proteostasis	OG0001280	clpA	clpA	32.75	7	Sphingopyxis	DEG	DEG	1	Down	Down	-1.73364083111435	3.59233663469183e-12	2.15804340481119e-11	11.4446229727456	2	2	Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	ATP-dependent Clp protease ATP-binding subunit ClpA	K03694		clpA
D55_vs_D0	proteostasis	OG0001280	clpA	clpA	32.75	7	Aequorivita	Absent	Absent	0							2	2	Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	ATP-dependent Clp protease ATP-binding subunit ClpA	K03694		clpA
D55_vs_D0	proteostasis	OG0001905	hslU	hslU	33.75	8	Halomonas	DEG	DEG	1	Up	Up	3.15029862844833	3.58728617968112e-13	3.04003963606289e-11	12.4452339756244	2	2	Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: ATP-dependent protease ATPase subunit HslU	K03667		hslU
D55_vs_D0	proteostasis	OG0001905	hslU	hslU	33.75	8	Psychrobacter	Absent	Absent	0							2	2	Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: ATP-dependent protease ATPase subunit HslU	K03667		hslU
D55_vs_D0	proteostasis	OG0001905	hslU	hslU	33.75	8	Sphingopyxis	DEG	DEG	1	Down	Down	-1.16267739449483	1.52275847261762e-09	4.91736629299841e-09	8.81736897540832	2	2	Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: ATP-dependent protease ATPase subunit HslU	K03667		hslU
D55_vs_D0	proteostasis	OG0001905	hslU	hslU	33.75	8	Aequorivita	Absent	Absent	0							2	2	Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: ATP-dependent protease ATPase subunit HslU	K03667		hslU
D55_vs_D0	proteostasis	OG0001212	htpG	htpG	34.75	9	Halomonas	DEG	DEG	1	Up	Up	2.69966479211559	9.54530623637644e-13	6.95562315311605e-11	12.0202101338355	2	2	Aequorivita;Halomonas	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	molecular chaperone HtpG	K04079	map04141;map04151;map04217;map04612;map04621;map04626;map04657;map04659;map04914;map04915;map05132;map05200;map05207;map05215;map05417;map05418	htpG
D55_vs_D0	proteostasis	OG0001212	htpG	htpG	34.75	9	Psychrobacter	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Aequorivita;Halomonas	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	molecular chaperone HtpG	K04079	map04141;map04151;map04217;map04612;map04621;map04626;map04657;map04659;map04914;map04915;map05132;map05200;map05207;map05215;map05417;map05418	htpG
D55_vs_D0	proteostasis	OG0001212	htpG	htpG	34.75	9	Sphingopyxis	Absent	Absent	0							2	2	Aequorivita;Halomonas	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	molecular chaperone HtpG	K04079	map04141;map04151;map04217;map04612;map04621;map04626;map04657;map04659;map04914;map04915;map05132;map05200;map05207;map05215;map05417;map05418	htpG
D55_vs_D0	proteostasis	OG0001212	htpG	htpG	34.75	9	Aequorivita	DEG	DEG	1	Down	Down	-1.81380960542463	1.3638930564186e-05	9.97545037775926e-05	4.86521968160631	2	2	Aequorivita;Halomonas	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	molecular chaperone HtpG	K04079	map04141;map04151;map04217;map04612;map04621;map04626;map04657;map04659;map04914;map04915;map05132;map05200;map05207;map05215;map05417;map05418	htpG
D55_vs_D0	proteostasis	OG0000550	dnaK	dnaK	35.75	10	Halomonas	DEG	DEG	1	Up	Up	2.91213754483328	1.34076240886742e-12	8.35060051417556e-11	11.8726481749148	2	2	Aequorivita;Halomonas	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	molecular chaperone DnaK	K04043	map03018;map04212;map05152	dnaK
D55_vs_D0	proteostasis	OG0000550	dnaK	dnaK	35.75	10	Psychrobacter	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Aequorivita;Halomonas	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	molecular chaperone DnaK	K04043	map03018;map04212;map05152	dnaK
D55_vs_D0	proteostasis	OG0000550	dnaK	dnaK	35.75	10	Sphingopyxis	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Aequorivita;Halomonas	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	molecular chaperone DnaK	K04043	map03018;map04212;map05152	dnaK
D55_vs_D0	proteostasis	OG0000550	dnaK	dnaK	35.75	10	Aequorivita	DEG	DEG	1	Down	Down	-1.85163518261868	2.19754315645887e-06	2.26599122198791e-05	5.65806258727676	2	2	Aequorivita;Halomonas	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	molecular chaperone DnaK	K04043	map03018;map04212;map05152	dnaK
D55_vs_D0	proteostasis	OG0000582	grpE	grpE	36.75	11	Halomonas	DEG	DEG	1	Up	Up	2.79548339132682	6.05841877722698e-12	2.47656338308108e-10	11.217640710146	2	2	Aequorivita;Halomonas	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: nucleotide exchange factor GrpE	K03687		
D55_vs_D0	proteostasis	OG0000582	grpE	grpE	36.75	11	Psychrobacter	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Aequorivita;Halomonas	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: nucleotide exchange factor GrpE	K03687		
D55_vs_D0	proteostasis	OG0000582	grpE	grpE	36.75	11	Sphingopyxis	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Aequorivita;Halomonas	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: nucleotide exchange factor GrpE	K03687		
D55_vs_D0	proteostasis	OG0000582	grpE	grpE	36.75	11	Aequorivita	DEG	DEG	1	Down	Down	-1.86207728889989	3.92376720354824e-06	3.62948466328213e-05	5.40629676714671	2	2	Aequorivita;Halomonas	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: nucleotide exchange factor GrpE	K03687		
D55_vs_D0	proteostasis	OG0001906	hslV	hslV	37.75	12	Halomonas	DEG	DEG	1	Up	Up	2.67019240017161	8.33001553931708e-11	1.68206096914403e-09	10.0793541884331	2	2	Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: ATP-dependent protease subunit HslV	K01419		hslV
D55_vs_D0	proteostasis	OG0001906	hslV	hslV	37.75	12	Psychrobacter	Absent	Absent	0							2	2	Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: ATP-dependent protease subunit HslV	K01419		hslV
D55_vs_D0	proteostasis	OG0001906	hslV	hslV	37.75	12	Sphingopyxis	DEG	DEG	1	Down	Down	-1.47108460884899	1.77560574894484e-10	7.00806713472432e-10	9.75065345751298	2	2	Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: ATP-dependent protease subunit HslV	K01419		hslV
D55_vs_D0	proteostasis	OG0001906	hslV	hslV	37.75	12	Aequorivita	Absent	Absent	0							2	2	Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: ATP-dependent protease subunit HslV	K01419		hslV
D55_vs_D0	proteostasis	OG0000404	groEL	groEL	38.75	13	Halomonas	DEG	DEG	1	Up	Up	3.03284294708583	4.56949527747393e-11	1.1262461889774e-09	10.3401317671759	2	2	Aequorivita;Halomonas	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: chaperonin GroEL	K04077	map03018;map04212;map04940;map05134;map05152;map05417	groEL
D55_vs_D0	proteostasis	OG0000404	groEL	groEL	38.75	13	Psychrobacter	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Aequorivita;Halomonas	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: chaperonin GroEL	K04077	map03018;map04212;map04940;map05134;map05152;map05417	groEL
D55_vs_D0	proteostasis	OG0000404	groEL	groEL	38.75	13	Sphingopyxis	Present_not_DEG	Homolog_present_not_DEG	2							2	2	Aequorivita;Halomonas	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: chaperonin GroEL	K04077	map03018;map04212;map04940;map05134;map05152;map05417	groEL
D55_vs_D0	proteostasis	OG0000404	groEL	groEL	38.75	13	Aequorivita	DEG	DEG	1	Down	Down	-2.0068389997392	1.25635322574527e-05	9.43986511687358e-05	4.9008882408336	2	2	Aequorivita;Halomonas	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: chaperonin GroEL	K04077	map03018;map04212;map04940;map05134;map05152;map05417	groEL
D55_vs_D0	proteostasis	OG0000227	dnaJ	dnaJ	39.75	14	Halomonas	DEG	DEG	1	Up	Up	2.70811971531238	5.66655565401014e-11	1.28459577244427e-09	10.2466808414572	2	2	Aequorivita;Halomonas	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	molecular chaperone DnaJ	K03686;K05516		dnaJ;cbpA
D55_vs_D0	proteostasis	OG0000227	dnaJ	dnaJ	39.75	14	Psychrobacter	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Aequorivita;Halomonas	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	molecular chaperone DnaJ	K03686;K05516		dnaJ;cbpA
D55_vs_D0	proteostasis	OG0000227	dnaJ	dnaJ	39.75	14	Sphingopyxis	Present_not_DEG	Homolog_present_not_DEG	2							2	2	Aequorivita;Halomonas	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	molecular chaperone DnaJ	K03686;K05516		dnaJ;cbpA
D55_vs_D0	proteostasis	OG0000227	dnaJ	dnaJ	39.75	14	Aequorivita	DEG	DEG	2	Down	Down	-2.49021830778373	2.16606102166903e-09	2.47718615023603e-07	8.66432931271493	2	2	Aequorivita;Halomonas	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	molecular chaperone DnaJ	K03686;K05516		dnaJ;cbpA
D55_vs_D0	proteostasis	OG0000167	hflK	hflK	40.75	15	Halomonas	DEG	DEG	2	Up	Up	1.71155282891132	1.48554371631417e-10	2.73601238301379e-09	9.82811456333211	2	2	Halomonas;Psychrobacter	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: FtsH protease activity modulator HflK	K04088;K04087;K26392		hflK;hflC
D55_vs_D0	proteostasis	OG0000167	hflK	hflK	40.75	15	Psychrobacter	DEG	DEG	1	Down	Down	-1.92118491593546	1.08589051173569e-11	1.38270058494345e-09	10.9642139616221	2	2	Halomonas;Psychrobacter	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: FtsH protease activity modulator HflK	K04088;K04087;K26392		hflK;hflC
D55_vs_D0	proteostasis	OG0000167	hflK	hflK	40.75	15	Sphingopyxis	Present_not_DEG	Homolog_present_not_DEG	3							2	2	Halomonas;Psychrobacter	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: FtsH protease activity modulator HflK	K04088;K04087;K26392		hflK;hflC
D55_vs_D0	proteostasis	OG0000167	hflK	hflK	40.75	15	Aequorivita	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Halomonas;Psychrobacter	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: FtsH protease activity modulator HflK	K04088;K04087;K26392		hflK;hflC
D55_vs_D0	proteostasis	OG0000603	htpX	htpX	41.75	16	Halomonas	DEG	DEG	1	Up	Up	1.51794519193396	2.73412604188527e-10	4.87488855978692e-09	9.5631814685416	2	2	Halomonas;Psychrobacter	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: protease HtpX	K03799;K06013	map00900;map01110	htpX
D55_vs_D0	proteostasis	OG0000603	htpX	htpX	41.75	16	Psychrobacter	DEG	DEG	1	Down	Down	-1.2275902969309	3.77216143499255e-08	8.11811644037834e-07	7.42340972928938	2	2	Halomonas;Psychrobacter	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: protease HtpX	K03799;K06013	map00900;map01110	htpX
D55_vs_D0	proteostasis	OG0000603	htpX	htpX	41.75	16	Sphingopyxis	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Halomonas;Psychrobacter	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: protease HtpX	K03799;K06013	map00900;map01110	htpX
D55_vs_D0	proteostasis	OG0000603	htpX	htpX	41.75	16	Aequorivita	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Halomonas;Psychrobacter	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: protease HtpX	K03799;K06013	map00900;map01110	htpX
D55_vs_D0	proteostasis	OG0000157	ybbN	ybbN	42.75	17	Halomonas	DEG	DEG	2	Up	Up	1.32048569944471	1.00159823373691e-08	9.46007524961763e-08	7.99930644998727	2	2	Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: co-chaperone YbbN	K03671;K05838	map04621;map05012;map05132;map05418	trxA;ybbN
D55_vs_D0	proteostasis	OG0000157	ybbN	ybbN	42.75	17	Psychrobacter	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: co-chaperone YbbN	K03671;K05838	map04621;map05012;map05132;map05418	trxA;ybbN
D55_vs_D0	proteostasis	OG0000157	ybbN	ybbN	42.75	17	Sphingopyxis	DEG	DEG	2	Down	Down	-1.24049955544121	2.98850641958255e-09	9.00963005460866e-09	8.5245458069254	2	2	Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: co-chaperone YbbN	K03671;K05838	map04621;map05012;map05132;map05418	trxA;ybbN
D55_vs_D0	proteostasis	OG0000157	ybbN	ybbN	42.75	17	Aequorivita	Present_not_DEG	Homolog_present_not_DEG	2							2	2	Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: co-chaperone YbbN	K03671;K05838	map04621;map05012;map05132;map05418	trxA;ybbN
D55_vs_D0	proteostasis	OG0000946	dsbC	dsbC	43.75	18	Halomonas	DEG	DEG	1	Up	Up	1.37745802657375	1.98107613777229e-09	2.44138500507821e-08	8.70309883310408	2	2	Halomonas;Sphingopyxis	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	thioredoxin fold domain-containing protein	K03981		dsbC
D55_vs_D0	proteostasis	OG0000946	dsbC	dsbC	43.75	18	Psychrobacter	Present_not_DEG	Homolog_present_not_DEG	2							2	2	Halomonas;Sphingopyxis	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	thioredoxin fold domain-containing protein	K03981		dsbC
D55_vs_D0	proteostasis	OG0000946	dsbC	dsbC	43.75	18	Sphingopyxis	DEG	DEG	1	Up	Up	2.39553168347774	5.57939690677213e-07	1.20591726794519e-06	6.25341274267824	2	2	Halomonas;Sphingopyxis	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	thioredoxin fold domain-containing protein	K03981		dsbC
D55_vs_D0	proteostasis	OG0000946	dsbC	dsbC	43.75	18	Aequorivita	Absent	Absent	0							2	2	Halomonas;Sphingopyxis	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	thioredoxin fold domain-containing protein	K03981		dsbC
D55_vs_D0	osmoregulation	OG0000103	mscK	mscK	46	1	Halomonas	DEG	DEG	4	Up	Up	1.10591086647717	1.63827583443644e-09	2.08011386251173e-08	8.78561297480492	2	2	Halomonas;Sphingopyxis	Down;Up	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	mechanosensitive channel MscK	K22044;K05802;K03442;K16052		ybiO;mscS;mscK;ynaI
D55_vs_D0	osmoregulation	OG0000103	mscK	mscK	46	1	Psychrobacter	Present_not_DEG	Homolog_present_not_DEG	2							2	2	Halomonas;Sphingopyxis	Down;Up	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	mechanosensitive channel MscK	K22044;K05802;K03442;K16052		ybiO;mscS;mscK;ynaI
D55_vs_D0	osmoregulation	OG0000103	mscK	mscK	46	1	Sphingopyxis	DEG	DEG	2	Down	Down	-1.51958155381742	9.30603227974735e-14	9.6853864618517e-13	13.0312354453669	2	2	Halomonas;Sphingopyxis	Down;Up	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	mechanosensitive channel MscK	K22044;K05802;K03442;K16052		ybiO;mscS;mscK;ynaI
D55_vs_D0	osmoregulation	OG0000103	mscK	mscK	46	1	Aequorivita	Absent	Absent	0							2	2	Halomonas;Sphingopyxis	Down;Up	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	mechanosensitive channel MscK	K22044;K05802;K03442;K16052		ybiO;mscS;mscK;ynaI
D55_vs_D0	osmoregulation	OG0000377	mscL	mscL	47	2	Halomonas	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Aequorivita;Sphingopyxis	Down	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	large conductance mechanosensitive channel protein MscL	K03282		mscL
D55_vs_D0	osmoregulation	OG0000377	mscL	mscL	47	2	Psychrobacter	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Aequorivita;Sphingopyxis	Down	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	large conductance mechanosensitive channel protein MscL	K03282		mscL
D55_vs_D0	osmoregulation	OG0000377	mscL	mscL	47	2	Sphingopyxis	DEG	DEG	1	Down	Down	-1.23920244351619	7.33121183154524e-09	2.09426575747289e-08	8.13482423159989	2	2	Aequorivita;Sphingopyxis	Down	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	large conductance mechanosensitive channel protein MscL	K03282		mscL
D55_vs_D0	osmoregulation	OG0000377	mscL	mscL	47	2	Aequorivita	DEG	DEG	2	Down	Down	-1.29324058104417	1.77352690949858e-06	1.92335935530105e-05	5.75116221764702	2	2	Aequorivita;Sphingopyxis	Down	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	large conductance mechanosensitive channel protein MscL	K03282		mscL
