"strain","orthofinder_orthogroup","sample","raw_count"
"Halomonas","OG0000104","B0.1MPa2",6022
"Halomonas","OG0000105","B0.1MPa2",654
"Halomonas","OG0000106","B0.1MPa2",2569
"Halomonas","OG0000107","B0.1MPa2",9520
"Halomonas","OG0000108","B0.1MPa2",445
"Halomonas","OG0000109","B0.1MPa2",1165
"Halomonas","OG0000110","B0.1MPa2",5882
"Halomonas","OG0000112","B0.1MPa2",836
"Halomonas","OG0000113","B0.1MPa2",2651
"Halomonas","OG0000114","B0.1MPa2",9566
"Halomonas","OG0000115","B0.1MPa2",0
"Halomonas","OG0000116","B0.1MPa2",265
"Halomonas","OG0000117","B0.1MPa2",913
"Halomonas","OG0000118","B0.1MPa2",1218
"Halomonas","OG0000119","B0.1MPa2",2192
"Halomonas","OG0000120","B0.1MPa2",77
"Halomonas","OG0000121","B0.1MPa2",939
"Halomonas","OG0000123","B0.1MPa2",458
"Halomonas","OG0000124","B0.1MPa2",3217
"Halomonas","OG0000125","B0.1MPa2",598
"Halomonas","OG0000126","B0.1MPa2",3849
"Halomonas","OG0000127","B0.1MPa2",1324
"Halomonas","OG0000128","B0.1MPa2",1679
"Halomonas","OG0000129","B0.1MPa2",4325
"Halomonas","OG0000130","B0.1MPa2",5731
"Halomonas","OG0000131","B0.1MPa2",92
"Halomonas","OG0000139","B0.1MPa2",1103
"Halomonas","OG0000140","B0.1MPa2",3927
"Halomonas","OG0000141","B0.1MPa2",1279
"Halomonas","OG0000142","B0.1MPa2",965
"Halomonas","OG0000143","B0.1MPa2",3086
"Halomonas","OG0000144","B0.1MPa2",3855
"Halomonas","OG0000145","B0.1MPa2",1168
"Halomonas","OG0000146","B0.1MPa2",53
"Halomonas","OG0000147","B0.1MPa2",142
"Halomonas","OG0000148","B0.1MPa2",4952
"Halomonas","OG0000149","B0.1MPa2",11766
"Halomonas","OG0000150","B0.1MPa2",651
"Halomonas","OG0000151","B0.1MPa2",4085
"Halomonas","OG0000153","B0.1MPa2",1137
"Halomonas","OG0000154","B0.1MPa2",2069
"Halomonas","OG0000157","B0.1MPa2",1259
"Halomonas","OG0000159","B0.1MPa2",620
"Halomonas","OG0000160","B0.1MPa2",4187
"Halomonas","OG0000161","B0.1MPa2",2002
"Halomonas","OG0000162","B0.1MPa2",5341
"Halomonas","OG0000163","B0.1MPa2",896
"Halomonas","OG0000164","B0.1MPa2",1741
"Halomonas","OG0000165","B0.1MPa2",2635
"Halomonas","OG0000166","B0.1MPa2",473
"Halomonas","OG0000167","B0.1MPa2",4903
"Halomonas","OG0000168","B0.1MPa2",446
"Halomonas","OG0000169","B0.1MPa2",440
"Halomonas","OG0000170","B0.1MPa2",406
"Halomonas","OG0000171","B0.1MPa2",481
"Halomonas","OG0000172","B0.1MPa2",532
"Halomonas","OG0000173","B0.1MPa2",4077
"Halomonas","OG0000174","B0.1MPa2",482
"Halomonas","OG0000175","B0.1MPa2",3667
"Halomonas","OG0000176","B0.1MPa2",3431
"Halomonas","OG0000177","B0.1MPa2",3353
"Halomonas","OG0000178","B0.1MPa2",451
"Halomonas","OG0000179","B0.1MPa2",565
"Halomonas","OG0000180","B0.1MPa2",664
"Halomonas","OG0000181","B0.1MPa2",2722
"Halomonas","OG0000182","B0.1MPa2",10391
"Halomonas","OG0000183","B0.1MPa2",833
"Halomonas","OG0000184","B0.1MPa2",1072
"Halomonas","OG0000185","B0.1MPa2",1585
"Halomonas","OG0000186","B0.1MPa2",450
"Halomonas","OG0000187","B0.1MPa2",5032
"Halomonas","OG0000188","B0.1MPa2",3509
"Halomonas","OG0000189","B0.1MPa2",18012
"Halomonas","OG0000190","B0.1MPa2",1006
"Halomonas","OG0000191","B0.1MPa2",136
"Halomonas","OG0000200","B0.1MPa2",4778
"Halomonas","OG0000201","B0.1MPa2",490
"Halomonas","OG0000203","B0.1MPa2",198
"Halomonas","OG0000207","B0.1MPa2",8006
"Halomonas","OG0000208","B0.1MPa2",1889
"Halomonas","OG0000209","B0.1MPa2",1593
"Halomonas","OG0000210","B0.1MPa2",886
"Halomonas","OG0000211","B0.1MPa2",1949
"Halomonas","OG0000212","B0.1MPa2",10439
"Halomonas","OG0000213","B0.1MPa2",743
"Halomonas","OG0000214","B0.1MPa2",542
"Halomonas","OG0000216","B0.1MPa2",752
"Halomonas","OG0000217","B0.1MPa2",1457
"Halomonas","OG0000218","B0.1MPa2",7123
"Halomonas","OG0000219","B0.1MPa2",1541
"Halomonas","OG0000220","B0.1MPa2",664
"Halomonas","OG0000222","B0.1MPa2",191
"Halomonas","OG0000223","B0.1MPa2",266
"Halomonas","OG0000224","B0.1MPa2",737
"Halomonas","OG0000225","B0.1MPa2",329
"Halomonas","OG0000227","B0.1MPa2",3323
"Halomonas","OG0000228","B0.1MPa2",570
"Halomonas","OG0000229","B0.1MPa2",86
"Halomonas","OG0000230","B0.1MPa2",9296
"Halomonas","OG0000231","B0.1MPa2",1157
"Halomonas","OG0000232","B0.1MPa2",1392
"Halomonas","OG0000233","B0.1MPa2",205
"Halomonas","OG0000234","B0.1MPa2",627
"Halomonas","OG0000235","B0.1MPa2",17113
"Halomonas","OG0000236","B0.1MPa2",2106
"Halomonas","OG0000237","B0.1MPa2",2019
"Halomonas","OG0000238","B0.1MPa2",306
"Halomonas","OG0000239","B0.1MPa2",1784
"Halomonas","OG0000240","B0.1MPa2",518
"Halomonas","OG0000241","B0.1MPa2",5261
"Halomonas","OG0000242","B0.1MPa2",9065
"Halomonas","OG0000243","B0.1MPa2",2728
"Halomonas","OG0000245","B0.1MPa2",1605
"Halomonas","OG0000246","B0.1MPa2",119
"Halomonas","OG0000247","B0.1MPa2",389
"Halomonas","OG0000248","B0.1MPa2",8983
"Halomonas","OG0000249","B0.1MPa2",1819
"Halomonas","OG0000250","B0.1MPa2",472
"Halomonas","OG0000251","B0.1MPa2",9740
"Halomonas","OG0000252","B0.1MPa2",874
"Halomonas","OG0000253","B0.1MPa2",1758
"Halomonas","OG0000254","B0.1MPa2",452
"Halomonas","OG0000255","B0.1MPa2",1553
"Halomonas","OG0000256","B0.1MPa2",3077
"Halomonas","OG0000257","B0.1MPa2",988
"Halomonas","OG0000258","B0.1MPa2",3266
"Halomonas","OG0000259","B0.1MPa2",9
"Halomonas","OG0000260","B0.1MPa2",2482
"Halomonas","OG0000261","B0.1MPa2",111455
"Halomonas","OG0000262","B0.1MPa2",2954
"Halomonas","OG0000263","B0.1MPa2",856
"Halomonas","OG0000264","B0.1MPa2",2442
"Halomonas","OG0000265","B0.1MPa2",2097
"Halomonas","OG0000266","B0.1MPa2",1911
"Halomonas","OG0000267","B0.1MPa2",3418
"Halomonas","OG0000269","B0.1MPa2",478
"Halomonas","OG0000270","B0.1MPa2",359
"Halomonas","OG0000271","B0.1MPa2",527
"Halomonas","OG0000272","B0.1MPa2",2326
"Halomonas","OG0000273","B0.1MPa2",1087
"Halomonas","OG0000274","B0.1MPa2",203
"Halomonas","OG0000275","B0.1MPa2",993
"Halomonas","OG0000276","B0.1MPa2",24
"Halomonas","OG0000277","B0.1MPa2",16271
"Halomonas","OG0000278","B0.1MPa2",349
"Halomonas","OG0000279","B0.1MPa2",864
"Halomonas","OG0000280","B0.1MPa2",567
"Halomonas","OG0000281","B0.1MPa2",204
"Halomonas","OG0000292","B0.1MPa2",279
"Halomonas","OG0000293","B0.1MPa2",49
"Halomonas","OG0000295","B0.1MPa2",859
"Halomonas","OG0000297","B0.1MPa2",1164
"Halomonas","OG0000298","B0.1MPa2",3576
"Halomonas","OG0000299","B0.1MPa2",957
"Halomonas","OG0000300","B0.1MPa2",2040
"Halomonas","OG0000301","B0.1MPa2",543
"Halomonas","OG0000302","B0.1MPa2",716
"Halomonas","OG0000303","B0.1MPa2",2264
"Halomonas","OG0000306","B0.1MPa2",401
"Halomonas","OG0000307","B0.1MPa2",2156
"Halomonas","OG0000308","B0.1MPa2",31
"Halomonas","OG0000309","B0.1MPa2",304
"Halomonas","OG0000310","B0.1MPa2",3031
"Halomonas","OG0000311","B0.1MPa2",5194
"Halomonas","OG0000312","B0.1MPa2",126
"Halomonas","OG0000314","B0.1MPa2",1681
"Halomonas","OG0000315","B0.1MPa2",2878
"Halomonas","OG0000316","B0.1MPa2",1188
"Halomonas","OG0000317","B0.1MPa2",8
"Halomonas","OG0000318","B0.1MPa2",914
"Halomonas","OG0000319","B0.1MPa2",869
"Halomonas","OG0000320","B0.1MPa2",239
"Halomonas","OG0000321","B0.1MPa2",1614
"Halomonas","OG0000322","B0.1MPa2",901
"Halomonas","OG0000323","B0.1MPa2",741
"Halomonas","OG0000324","B0.1MPa2",1967
"Halomonas","OG0000326","B0.1MPa2",749
"Halomonas","OG0000328","B0.1MPa2",526
"Halomonas","OG0000329","B0.1MPa2",15445
"Halomonas","OG0000330","B0.1MPa2",1323
"Halomonas","OG0000331","B0.1MPa2",1170
"Halomonas","OG0000332","B0.1MPa2",67
"Halomonas","OG0000333","B0.1MPa2",683
"Halomonas","OG0000337","B0.1MPa2",342
"Halomonas","OG0000338","B0.1MPa2",3391
"Halomonas","OG0000339","B0.1MPa2",822
"Halomonas","OG0000340","B0.1MPa2",266
"Halomonas","OG0000341","B0.1MPa2",13705
"Halomonas","OG0000342","B0.1MPa2",1204
"Halomonas","OG0000343","B0.1MPa2",485
"Halomonas","OG0000344","B0.1MPa2",1521
"Halomonas","OG0000345","B0.1MPa2",57
"Halomonas","OG0000346","B0.1MPa2",2321
"Halomonas","OG0000347","B0.1MPa2",5015
"Halomonas","OG0000348","B0.1MPa2",800
"Halomonas","OG0000349","B0.1MPa2",4961
"Halomonas","OG0000351","B0.1MPa2",121
"Halomonas","OG0000352","B0.1MPa2",465
"Halomonas","OG0000353","B0.1MPa2",887
"Halomonas","OG0000355","B0.1MPa2",69
"Halomonas","OG0000357","B0.1MPa2",503
"Halomonas","OG0000358","B0.1MPa2",1340
"Halomonas","OG0000359","B0.1MPa2",1781
"Halomonas","OG0000360","B0.1MPa2",1272
"Halomonas","OG0000361","B0.1MPa2",2153
"Halomonas","OG0000362","B0.1MPa2",327
"Halomonas","OG0000363","B0.1MPa2",2936
"Halomonas","OG0000364","B0.1MPa2",3488
"Halomonas","OG0000365","B0.1MPa2",6357
"Halomonas","OG0000366","B0.1MPa2",1020
"Halomonas","OG0000367","B0.1MPa2",2420
"Halomonas","OG0000368","B0.1MPa2",1807
"Halomonas","OG0000369","B0.1MPa2",3962
"Halomonas","OG0000370","B0.1MPa2",1193
"Halomonas","OG0000371","B0.1MPa2",594
"Halomonas","OG0000372","B0.1MPa2",138
"Halomonas","OG0000373","B0.1MPa2",228
"Halomonas","OG0000374","B0.1MPa2",53049
"Halomonas","OG0000375","B0.1MPa2",244
"Halomonas","OG0000376","B0.1MPa2",420
"Halomonas","OG0000377","B0.1MPa2",69
"Halomonas","OG0000378","B0.1MPa2",1395
"Halomonas","OG0000379","B0.1MPa2",560
"Halomonas","OG0000380","B0.1MPa2",969
"Halomonas","OG0000381","B0.1MPa2",106
"Halomonas","OG0000382","B0.1MPa2",990
"Halomonas","OG0000383","B0.1MPa2",3494
"Halomonas","OG0000384","B0.1MPa2",332
"Halomonas","OG0000385","B0.1MPa2",453
"Halomonas","OG0000386","B0.1MPa2",243
"Halomonas","OG0000387","B0.1MPa2",3043
"Halomonas","OG0000388","B0.1MPa2",2371
"Halomonas","OG0000389","B0.1MPa2",7057
"Halomonas","OG0000390","B0.1MPa2",858
"Halomonas","OG0000391","B0.1MPa2",1048
"Halomonas","OG0000392","B0.1MPa2",3710
"Halomonas","OG0000393","B0.1MPa2",618
"Halomonas","OG0000394","B0.1MPa2",651
"Halomonas","OG0000395","B0.1MPa2",288
"Halomonas","OG0000396","B0.1MPa2",436
"Halomonas","OG0000397","B0.1MPa2",154
"Halomonas","OG0000398","B0.1MPa2",2822
"Halomonas","OG0000399","B0.1MPa2",1927
"Halomonas","OG0000401","B0.1MPa2",438
"Halomonas","OG0000403","B0.1MPa2",416
"Halomonas","OG0000404","B0.1MPa2",20688
"Halomonas","OG0000405","B0.1MPa2",1129
"Halomonas","OG0000406","B0.1MPa2",4633
"Halomonas","OG0000407","B0.1MPa2",3562
"Halomonas","OG0000408","B0.1MPa2",1060
"Halomonas","OG0000409","B0.1MPa2",1766
"Halomonas","OG0000410","B0.1MPa2",51
"Halomonas","OG0000411","B0.1MPa2",3597
"Halomonas","OG0000412","B0.1MPa2",742
"Halomonas","OG0000413","B0.1MPa2",2304
"Halomonas","OG0000414","B0.1MPa2",1197
"Halomonas","OG0000415","B0.1MPa2",3087
"Halomonas","OG0000416","B0.1MPa2",1922
"Halomonas","OG0000417","B0.1MPa2",1208
"Halomonas","OG0000418","B0.1MPa2",1147
"Halomonas","OG0000419","B0.1MPa2",1986
"Halomonas","OG0000420","B0.1MPa2",1085
"Halomonas","OG0000421","B0.1MPa2",2298
"Halomonas","OG0000422","B0.1MPa2",11534
"Halomonas","OG0000423","B0.1MPa2",172
"Halomonas","OG0000424","B0.1MPa2",591
"Halomonas","OG0000425","B0.1MPa2",153
"Halomonas","OG0000426","B0.1MPa2",154
"Halomonas","OG0000427","B0.1MPa2",1422
"Halomonas","OG0000428","B0.1MPa2",4673
"Halomonas","OG0000430","B0.1MPa2",0
"Halomonas","OG0000431","B0.1MPa2",2234
"Halomonas","OG0000432","B0.1MPa2",624
"Halomonas","OG0000433","B0.1MPa2",877
"Halomonas","OG0000434","B0.1MPa2",948
"Halomonas","OG0000435","B0.1MPa2",2024
"Halomonas","OG0000436","B0.1MPa2",1506
"Halomonas","OG0000437","B0.1MPa2",3595
"Halomonas","OG0000438","B0.1MPa2",824
"Halomonas","OG0000439","B0.1MPa2",1272
"Halomonas","OG0000440","B0.1MPa2",2010
"Halomonas","OG0000441","B0.1MPa2",1053
"Halomonas","OG0000442","B0.1MPa2",17419
"Halomonas","OG0000443","B0.1MPa2",6962
"Halomonas","OG0000444","B0.1MPa2",107
"Halomonas","OG0000445","B0.1MPa2",2803
"Halomonas","OG0000446","B0.1MPa2",318
"Halomonas","OG0000447","B0.1MPa2",437
"Halomonas","OG0000448","B0.1MPa2",281
"Halomonas","OG0000449","B0.1MPa2",6
"Halomonas","OG0000450","B0.1MPa2",541
"Halomonas","OG0000451","B0.1MPa2",156
"Halomonas","OG0000452","B0.1MPa2",1676
"Halomonas","OG0000453","B0.1MPa2",22187
"Halomonas","OG0000454","B0.1MPa2",77
"Halomonas","OG0000455","B0.1MPa2",593
"Halomonas","OG0000456","B0.1MPa2",538
"Halomonas","OG0000457","B0.1MPa2",1107
"Halomonas","OG0000458","B0.1MPa2",908
"Halomonas","OG0000459","B0.1MPa2",610
"Halomonas","OG0000460","B0.1MPa2",1072
"Halomonas","OG0000461","B0.1MPa2",29
"Halomonas","OG0000462","B0.1MPa2",29
"Halomonas","OG0000472","B0.1MPa2",21
"Halomonas","OG0000477","B0.1MPa2",207
"Halomonas","OG0000478","B0.1MPa2",42839
"Halomonas","OG0000479","B0.1MPa2",4362
"Halomonas","OG0000480","B0.1MPa2",372
"Halomonas","OG0000481","B0.1MPa2",5907
"Halomonas","OG0000482","B0.1MPa2",566
"Halomonas","OG0000484","B0.1MPa2",1009
"Halomonas","OG0000485","B0.1MPa2",240
"Halomonas","OG0000486","B0.1MPa2",43
"Halomonas","OG0000487","B0.1MPa2",99
"Halomonas","OG0000488","B0.1MPa2",4554
"Halomonas","OG0000489","B0.1MPa2",1329
"Halomonas","OG0000490","B0.1MPa2",149
"Halomonas","OG0000491","B0.1MPa2",1718
"Halomonas","OG0000492","B0.1MPa2",453
"Halomonas","OG0000493","B0.1MPa2",472
"Halomonas","OG0000494","B0.1MPa2",1029
"Halomonas","OG0000495","B0.1MPa2",322
"Halomonas","OG0000496","B0.1MPa2",1199
"Halomonas","OG0000497","B0.1MPa2",497
"Halomonas","OG0000498","B0.1MPa2",230
"Halomonas","OG0000499","B0.1MPa2",1445
"Halomonas","OG0000501","B0.1MPa2",898
"Halomonas","OG0000503","B0.1MPa2",3171
"Halomonas","OG0000504","B0.1MPa2",631
"Halomonas","OG0000506","B0.1MPa2",2680
"Halomonas","OG0000507","B0.1MPa2",168
"Halomonas","OG0000510","B0.1MPa2",12
"Halomonas","OG0000511","B0.1MPa2",4270
"Halomonas","OG0000512","B0.1MPa2",5721
"Halomonas","OG0000513","B0.1MPa2",1077
"Halomonas","OG0000515","B0.1MPa2",115
"Halomonas","OG0000516","B0.1MPa2",711
"Halomonas","OG0000517","B0.1MPa2",2456
"Halomonas","OG0000518","B0.1MPa2",4079
"Halomonas","OG0000519","B0.1MPa2",268
"Halomonas","OG0000520","B0.1MPa2",1146
"Halomonas","OG0000521","B0.1MPa2",1365
"Halomonas","OG0000522","B0.1MPa2",1152
"Halomonas","OG0000523","B0.1MPa2",697
"Halomonas","OG0000524","B0.1MPa2",343
"Halomonas","OG0000525","B0.1MPa2",227
"Halomonas","OG0000526","B0.1MPa2",236
"Halomonas","OG0000527","B0.1MPa2",505
"Halomonas","OG0000528","B0.1MPa2",320
"Halomonas","OG0000529","B0.1MPa2",831
"Halomonas","OG0000530","B0.1MPa2",1174
"Halomonas","OG0000531","B0.1MPa2",577
"Halomonas","OG0000532","B0.1MPa2",1417
"Halomonas","OG0000533","B0.1MPa2",17368
"Halomonas","OG0000534","B0.1MPa2",2861
"Halomonas","OG0000535","B0.1MPa2",669
"Halomonas","OG0000536","B0.1MPa2",1401
"Halomonas","OG0000537","B0.1MPa2",7856
"Halomonas","OG0000538","B0.1MPa2",12879
"Halomonas","OG0000539","B0.1MPa2",1559
"Halomonas","OG0000540","B0.1MPa2",44244
"Halomonas","OG0000541","B0.1MPa2",609
"Halomonas","OG0000542","B0.1MPa2",877
"Halomonas","OG0000543","B0.1MPa2",1425
"Halomonas","OG0000544","B0.1MPa2",394
"Halomonas","OG0000547","B0.1MPa2",2039
"Halomonas","OG0000549","B0.1MPa2",47
"Halomonas","OG0000550","B0.1MPa2",11336
"Halomonas","OG0000552","B0.1MPa2",613
"Halomonas","OG0000553","B0.1MPa2",1317
"Halomonas","OG0000555","B0.1MPa2",616
"Halomonas","OG0000556","B0.1MPa2",333
"Halomonas","OG0000557","B0.1MPa2",15776
"Halomonas","OG0000558","B0.1MPa2",16033
"Halomonas","OG0000559","B0.1MPa2",37493
"Halomonas","OG0000560","B0.1MPa2",386
"Halomonas","OG0000561","B0.1MPa2",1546
"Halomonas","OG0000562","B0.1MPa2",1555
"Halomonas","OG0000563","B0.1MPa2",560
"Halomonas","OG0000565","B0.1MPa2",2282
"Halomonas","OG0000566","B0.1MPa2",1933
"Halomonas","OG0000567","B0.1MPa2",636
"Halomonas","OG0000568","B0.1MPa2",359
"Halomonas","OG0000569","B0.1MPa2",314
"Halomonas","OG0000570","B0.1MPa2",1012
"Halomonas","OG0000571","B0.1MPa2",223
"Halomonas","OG0000572","B0.1MPa2",1488
"Halomonas","OG0000573","B0.1MPa2",865
"Halomonas","OG0000574","B0.1MPa2",3537
"Halomonas","OG0000575","B0.1MPa2",390
"Halomonas","OG0000576","B0.1MPa2",981
"Halomonas","OG0000577","B0.1MPa2",373
"Halomonas","OG0000578","B0.1MPa2",1576
"Halomonas","OG0000579","B0.1MPa2",171
"Halomonas","OG0000581","B0.1MPa2",3368
"Halomonas","OG0000582","B0.1MPa2",1375
"Halomonas","OG0000583","B0.1MPa2",1239
"Halomonas","OG0000584","B0.1MPa2",812
"Halomonas","OG0000585","B0.1MPa2",268
"Halomonas","OG0000586","B0.1MPa2",181
"Halomonas","OG0000587","B0.1MPa2",4399
"Halomonas","OG0000588","B0.1MPa2",97
"Halomonas","OG0000589","B0.1MPa2",1523
"Halomonas","OG0000590","B0.1MPa2",542
"Halomonas","OG0000591","B0.1MPa2",3923
"Halomonas","OG0000592","B0.1MPa2",175
"Halomonas","OG0000593","B0.1MPa2",1581
"Halomonas","OG0000594","B0.1MPa2",307
"Halomonas","OG0000595","B0.1MPa2",2017
"Halomonas","OG0000596","B0.1MPa2",168
"Halomonas","OG0000597","B0.1MPa2",1236
"Halomonas","OG0000598","B0.1MPa2",594
"Halomonas","OG0000599","B0.1MPa2",464
"Halomonas","OG0000600","B0.1MPa2",8605
"Halomonas","OG0000601","B0.1MPa2",2249
"Halomonas","OG0000602","B0.1MPa2",3389
"Halomonas","OG0000603","B0.1MPa2",1559
"Halomonas","OG0000604","B0.1MPa2",1316
"Halomonas","OG0000605","B0.1MPa2",459
"Halomonas","OG0000606","B0.1MPa2",384
"Halomonas","OG0000607","B0.1MPa2",1072
"Halomonas","OG0000608","B0.1MPa2",262
"Halomonas","OG0000609","B0.1MPa2",616
"Halomonas","OG0000610","B0.1MPa2",258
"Halomonas","OG0000611","B0.1MPa2",1814
"Halomonas","OG0000612","B0.1MPa2",383
"Halomonas","OG0000613","B0.1MPa2",1977
"Halomonas","OG0000614","B0.1MPa2",2597
"Halomonas","OG0000615","B0.1MPa2",390
"Halomonas","OG0000616","B0.1MPa2",1488
"Halomonas","OG0000617","B0.1MPa2",1948
"Halomonas","OG0000618","B0.1MPa2",284
"Halomonas","OG0000619","B0.1MPa2",4
"Halomonas","OG0000620","B0.1MPa2",9117
"Halomonas","OG0000621","B0.1MPa2",8
"Halomonas","OG0000622","B0.1MPa2",1782
"Halomonas","OG0000623","B0.1MPa2",753
"Halomonas","OG0000624","B0.1MPa2",644
"Halomonas","OG0000625","B0.1MPa2",257
"Halomonas","OG0000626","B0.1MPa2",43
"Halomonas","OG0000627","B0.1MPa2",10280
"Halomonas","OG0000628","B0.1MPa2",542
"Halomonas","OG0000629","B0.1MPa2",1646
"Halomonas","OG0000630","B0.1MPa2",29
"Halomonas","OG0000631","B0.1MPa2",2441
"Halomonas","OG0000632","B0.1MPa2",95
"Halomonas","OG0000633","B0.1MPa2",71
"Halomonas","OG0000634","B0.1MPa2",197
"Halomonas","OG0000635","B0.1MPa2",165
"Halomonas","OG0000636","B0.1MPa2",1152
"Halomonas","OG0000637","B0.1MPa2",12265
"Halomonas","OG0000638","B0.1MPa2",769
"Halomonas","OG0000639","B0.1MPa2",609
"Halomonas","OG0000640","B0.1MPa2",579
"Halomonas","OG0000641","B0.1MPa2",622
"Halomonas","OG0000642","B0.1MPa2",1124
"Halomonas","OG0000643","B0.1MPa2",612
"Halomonas","OG0000644","B0.1MPa2",497
"Halomonas","OG0000645","B0.1MPa2",852
"Halomonas","OG0000646","B0.1MPa2",1126
"Halomonas","OG0000648","B0.1MPa2",3192
"Halomonas","OG0000649","B0.1MPa2",787
"Halomonas","OG0000650","B0.1MPa2",3393
"Halomonas","OG0000651","B0.1MPa2",407
"Halomonas","OG0000652","B0.1MPa2",1445
"Halomonas","OG0000653","B0.1MPa2",424
"Halomonas","OG0000654","B0.1MPa2",734
"Halomonas","OG0000655","B0.1MPa2",688
"Halomonas","OG0000656","B0.1MPa2",0
"Halomonas","OG0000657","B0.1MPa2",753
"Halomonas","OG0000658","B0.1MPa2",1035
"Halomonas","OG0000659","B0.1MPa2",763
"Halomonas","OG0000660","B0.1MPa2",565
"Halomonas","OG0000661","B0.1MPa2",2261
"Halomonas","OG0000662","B0.1MPa2",681
"Halomonas","OG0000663","B0.1MPa2",10761
"Halomonas","OG0000664","B0.1MPa2",1663
"Halomonas","OG0000665","B0.1MPa2",804
"Halomonas","OG0000666","B0.1MPa2",123
"Halomonas","OG0000667","B0.1MPa2",949
"Halomonas","OG0000668","B0.1MPa2",519
"Halomonas","OG0000669","B0.1MPa2",288
"Halomonas","OG0000671","B0.1MPa2",1304
"Halomonas","OG0000672","B0.1MPa2",4102
"Halomonas","OG0000673","B0.1MPa2",870
"Halomonas","OG0000674","B0.1MPa2",1019
"Halomonas","OG0000675","B0.1MPa2",181
"Halomonas","OG0000676","B0.1MPa2",1440
"Halomonas","OG0000677","B0.1MPa2",205
"Halomonas","OG0000678","B0.1MPa2",217
"Halomonas","OG0000679","B0.1MPa2",738
"Halomonas","OG0000680","B0.1MPa2",16126
"Halomonas","OG0000681","B0.1MPa2",4245
"Halomonas","OG0000684","B0.1MPa2",2243
"Halomonas","OG0000685","B0.1MPa2",3571
"Halomonas","OG0000686","B0.1MPa2",1782
"Halomonas","OG0000687","B0.1MPa2",4989
"Halomonas","OG0000688","B0.1MPa2",6052
"Halomonas","OG0000689","B0.1MPa2",891
"Halomonas","OG0000690","B0.1MPa2",1220
"Halomonas","OG0000691","B0.1MPa2",529
"Halomonas","OG0000692","B0.1MPa2",18652
"Halomonas","OG0000693","B0.1MPa2",43
"Halomonas","OG0000694","B0.1MPa2",2604
"Halomonas","OG0000695","B0.1MPa2",1057
"Halomonas","OG0000696","B0.1MPa2",934
"Halomonas","OG0000697","B0.1MPa2",1751
"Halomonas","OG0000698","B0.1MPa2",1209
"Halomonas","OG0000699","B0.1MPa2",197
"Halomonas","OG0000700","B0.1MPa2",2985
"Halomonas","OG0000701","B0.1MPa2",2750
"Halomonas","OG0000702","B0.1MPa2",70
"Halomonas","OG0000703","B0.1MPa2",425
"Halomonas","OG0000704","B0.1MPa2",1144
"Halomonas","OG0000705","B0.1MPa2",723
"Halomonas","OG0000706","B0.1MPa2",9581
"Halomonas","OG0000707","B0.1MPa2",9926
"Halomonas","OG0000708","B0.1MPa2",372
"Halomonas","OG0000709","B0.1MPa2",318
"Halomonas","OG0000710","B0.1MPa2",102
"Halomonas","OG0000711","B0.1MPa2",2042
"Halomonas","OG0000712","B0.1MPa2",1347
"Halomonas","OG0000713","B0.1MPa2",3307
"Halomonas","OG0000714","B0.1MPa2",1176
"Halomonas","OG0000715","B0.1MPa2",1179
"Halomonas","OG0000716","B0.1MPa2",1223
"Halomonas","OG0000717","B0.1MPa2",1797
"Halomonas","OG0000718","B0.1MPa2",3163
"Halomonas","OG0000719","B0.1MPa2",1984
"Halomonas","OG0000720","B0.1MPa2",7689
"Halomonas","OG0000721","B0.1MPa2",8655
"Halomonas","OG0000722","B0.1MPa2",19394
"Halomonas","OG0000723","B0.1MPa2",3140
"Halomonas","OG0000724","B0.1MPa2",2667
"Halomonas","OG0000725","B0.1MPa2",45
"Halomonas","OG0000726","B0.1MPa2",1960
"Halomonas","OG0000727","B0.1MPa2",2776
"Halomonas","OG0000728","B0.1MPa2",6180
"Halomonas","OG0000729","B0.1MPa2",193
"Halomonas","OG0000730","B0.1MPa2",2344
"Halomonas","OG0000731","B0.1MPa2",674
"Halomonas","OG0000732","B0.1MPa2",205
"Halomonas","OG0000733","B0.1MPa2",1395
