panel,comparison_label,strain,contrast,orthofinder_orthogroup,OG_gene_symbol,logCPM,logFC,FDR,ma_class_from_code
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001194,nqrA,11.0002552069418,-0.652347871310382,0.0004591158474969,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001195,nqrB,10.8651034810326,-0.855452365441781,0.0002263287836453,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001196,nqrC,9.36277409268912,-0.959532305768095,0.0010787187402254,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001197,nqrD,8.75795383901278,-0.857090448933261,0.0005518948815792,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001198,nqrE,9.44516451375307,-0.701773138114663,0.0006809687244875,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001199,E1.11.1.5,7.7180347173321,0.129108038194348,0.458131692327652,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001200,sufB,10.463064014569,0.655833113782363,0.0290144793789245,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001201,sufC,8.75629384616836,0.110625833536208,0.821057835960413,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001202,sufD,7.92030841789225,0.173343609304254,0.747628947439728,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001203,sufS,7.35918307761443,0.117109168833274,0.80565136630009,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001204,sufE,6.74557973945286,1.31347272783583,0.0007529486497595,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001205,cysE,6.34714511150123,0.753141611867387,0.0281722831357434,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001206,hppD,10.0388201994694,-0.0597816892431451,0.757992623811944,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001207,sapZ,6.46414259290563,0.498961899065795,0.003318459475903,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001208,ctaA,7.40963652242077,-0.216654655641732,0.196192311784185,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001209,ldh,9.51372691013596,-0.871696858417247,0.0012406137777696,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001210,gene1865,5.79637441432271,-0.0950972704672145,0.705161647749316,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001211,arsB,7.35998275784582,-0.201799578875787,0.519403346224176,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001212,htpG,12.5800869219329,1.35065378824267,0.0008027207011794,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001213,pncC,8.35134044504857,-0.324321324664373,0.279397336770571,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001214,rimO,8.96373965969498,-0.0495096423752436,0.788111107076323,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001215,gapA,10.9967935365643,-1.18242084711797,2.09121560061639e-06,down
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001216,pepQ,4.39995022993111,0.797441507259636,0.0032792234564015,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001217,fabI,10.1135543240478,0.0014977376145351,0.99245782148014,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001218,gene3073,7.27716258290551,-0.29421277554711,0.172693292926511,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001219,NUCS,6.4059703878089,-0.0323758997797906,0.821057835960413,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001220,icd,10.1318409765782,-0.428412464045794,0.0232675682874926,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001221,gene3133,4.29805076311031,0.330735044097508,0.332709469326607,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001222,gene3102,8.31421992263589,0.513904305122958,0.22228115456593,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001497,ydfG,7.34261214890389,1.35938107651766,9.86538854966626e-07,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001501,rpoE,7.54781483116327,1.09177046066438,0.0196739630317369,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001502,rpoE,4.70711438843918,1.49376122211788,0.0012317337288103,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001503,TC.FEV.OM,10.1209874215937,7.71451620483631,5.92289342379492e-09,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001504,wbdH,5.75577989265303,0.200273381164936,0.293584685195735,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001505,pglJ,5.28554157838165,0.0035864655666182,0.983127758305986,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001506,pslH,6.22769546463589,0.442526049952709,0.0434644263399406,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001507,bshA,5.06829164735812,-0.405532782398754,0.134117867798069,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001508,gtrB,7.28568114884832,0.736493196233808,0.0005173170872093,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001509,gene1266,7.5600912779356,0.27030400553206,0.123699060117275,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001510,zntA,10.3510043711671,-0.676406109992532,0.19476222925138,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001511,copB,10.1004423354205,-0.0738040701126328,0.899538054352179,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001512,uspF,6.43275751588127,0.643290821311039,0.0231549815361319,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001513,TC.OOP,15.2076591006174,-0.494860851875788,0.0125134688089927,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001515,cadC,3.45324336478424,0.77848991179039,0.043074111192069,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001516,ABCF3,9.35633759144593,-0.492024337657796,0.0167667671840846,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001517,mutT,4.5038861073064,0.327389797591423,0.157618991819422,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001518,mscS,5.14524932318611,0.79664231736161,0.160777732314409,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001519,mscS,6.51881502376658,0.481299202600832,0.0212749086284699,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001520,gene2976,5.26915933401173,0.790469908672857,0.000753445688659,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001521,rfbD,7.87496533595531,0.509827590260859,0.0845578685476334,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001522,codA,7.05414457178927,2.07664971547764,7.90461599729942e-06,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001523,gene1128,6.49338121766356,1.91398516428203,0.0007381806849435,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001524,fcl,7.4079617409808,-0.108054726757123,0.416453982442068,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001525,galE,9.16668635951345,-0.090046570490394,0.730915577366135,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001526,pop,10.6117775958432,-0.766474834689682,0.0007529486497595,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001527,APEH,6.86637146871714,0.297099420037567,0.179077232300837,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001528,gene2992,8.75902846067387,-0.193066458996069,0.181621443365699,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001529,dnaQ,8.77195511125898,-0.259656995654795,0.0533649173128812,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001531,ilvE,7.56889937764927,-0.170655477004443,0.518190356624627,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001532,surA,9.51850074321632,-0.824487179864709,0.0017513264527634,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001533,vsr,3.50036641331192,0.523008493261175,0.141707498013794,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001534,dcm,5.02377434998178,-0.998738347910181,0.0275791877566541,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001535,gene1598,7.07105381051479,0.903567119910575,0.0002344617307722,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001536,pgm,8.77693773261543,-0.249193375438001,0.0375236601135115,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001537,pdhB,9.75422636952181,-0.133762909943533,0.552210221225508,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001538,gapdh,8.25444435225394,-0.590266539568753,0.0003558552861832,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001539,tqsA,6.39963635970884,2.40601888024251,1.89476023617024e-07,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001540,uvrA,8.89999010637356,-0.153065601988911,0.327914036530582,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001541,trxB,5.35114217610708,-0.584803949088258,0.0339924327473383,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001542,mlaE,7.17647197427889,-0.714883617449369,0.275429114505601,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001543,clpC,11.7463528752572,0.582136314265497,0.0007381806849435,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001544,pdhD,11.779896433596,-0.586080147076899,0.0007294850989846,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001545,ptrB,7.80682229166059,-0.176219127499509,0.189561823348522,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001546,msrB,9.09145603324526,1.53118406964163,3.0741147351234e-06,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001547,nrdA,11.7473736730469,-1.01751312330255,0.0045958022999104,down
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001548,rfbA,8.1568302440562,-0.620216958778735,0.0181327532751363,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001549,norB,7.36696484637807,-2.2761710546297,0.0058206867842281,down
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001550,tet,9.91802026440148,-0.150129906159986,0.349672903966095,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001551,algI,6.41460063442495,0.470306557614117,0.0663638677423412,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001552,gene0360,6.26885623621666,0.008262026684757,0.958069184569086,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001553,lplA,7.78045223126203,-0.219604789920447,0.17561686607318,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001554,wbpM,9.46561282624626,1.35140278545093,0.0001683093325803,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001555,tuaB,6.76150813662291,0.786446145571012,0.0881243911975478,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001556,cysC,5.88749988093502,0.0183447663979319,0.927258034959036,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001557,acpH,3.81792468475244,0.761724136662682,0.0235631655538508,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001558,yitL,7.19824568528125,0.268435911491004,0.0584689299057196,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001559,gene0378,4.0995800848905,1.15266935801109,0.0033070227242397,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001560,FI,6.19409029892796,-0.240188117670468,0.38237470290547,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001561,gene2983,5.55234021162836,0.0997370301512992,0.671097756003545,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001562,spoIIM,6.1852348506474,0.572588229408731,0.0134889977347171,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001563,glbN,6.40225673686709,0.604509835359693,0.0001993262344331,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001564,qrcA,11.899592101194,-0.702632224701731,0.0009480135143348,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001565,deoC,6.5103292880493,-0.461411674166147,0.253705122954326,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001566,deoD,7.01935347332966,-0.495716790484248,0.209208305031203,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001568,gene2049,5.73845891402376,-0.247906203502197,0.526138380470485,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001569,gene0272,2.1439079063329,-0.405463191364254,0.310733936629697,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001570,mgtC,6.41644920590581,2.48136450042057,6.85547852996128e-05,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001571,gene1648,6.60361163899781,2.0601274788773,0.000248220101076,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001572,gene0289,5.48549571640972,0.533143033711923,0.274502965472424,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001573,sqr,6.33086162111344,-0.773142530205849,0.277419403480671,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001574,pccB,8.76626259397268,-0.418831065748414,0.158921865625061,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001575,trmH,5.41912384263962,0.317288128075126,0.0556046377674127,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001576,puuB,7.3633467260471,1.67966856504947,7.33665496378499e-06,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001577,hutG,5.57771555486319,0.255155340915009,0.193221897127391,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001578,NAPEPLD,6.74782511676883,-0.0496240037826038,0.725571029647746,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001579,pldB,5.67012560039642,0.327699466778216,0.143912857104955,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001580,sbcC,8.97319666544724,-0.20856267047918,0.440747606114717,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001581,lemA,4.20258571619214,0.263192968169937,0.439914847714023,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001582,ada,4.58535852733102,0.0383352273764271,0.870058339804288,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001583,gene0409,4.28748188504264,-0.0546552592896649,0.824832974505391,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001584,rbfB,7.71389987927136,0.268929922827448,0.252146840188536,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001585,rfbA,7.09714722887461,0.776592706735906,0.0008835670297785,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001586,gene1230,10.2660831614086,-0.195244464794159,0.411838378088609,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001587,natA,7.31307072752023,1.45580373950125,1.28588865432477e-05,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001588,fecB,5.11943936191949,-0.0755662753463864,0.722262615311847,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001589,gene1818,5.44989892738189,-0.4683947589802,0.064862636227995,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001590,birA,4.34726359105669,0.0438893042867498,0.850617583250918,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001591,psd,5.87994943644106,0.525041887433781,0.015610414007728,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001592,gene2932,11.2934797669199,-0.336777838694596,0.0282874575300798,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001593,gene0585,7.13075148324451,2.46023435308314,0.0015307819692623,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001594,gene1787,3.2145534438598,0.526101029565376,0.0488852559247147,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001595,yjbJ,7.30106764352086,0.20628281849225,0.5746638734968,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001596,gene1723,5.54308048125836,-0.025978334547675,0.896193860230473,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001597,fahA,9.79655703126385,0.580602776829756,0.0018699792820856,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001598,qpcT,6.1442512785713,-0.152621365496971,0.396666772001702,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001599,gene0667,6.64021998181567,1.1688099194996,6.51066602476159e-06,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001600,pepD,11.1655177292925,-0.3834607146931,0.0249128087476992,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001601,gene1404,7.21411096618179,-0.826875059373674,0.0051455658654837,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001602,gene0699,5.95735674726293,0.239507141054836,0.195229327669302,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001603,gene0700,3.26544265977887,0.334524804658723,0.423744168087707,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001604,gene2300,8.58246904424421,0.558740278377083,0.0003566675573088,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001605,gene1127,7.60767630730499,1.202685914027,0.0027957051601984,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001606,rmuC,6.20580764973339,-0.259407797510263,0.200920934186068,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001607,ctpA,8.60111279551668,0.164881364401901,0.548404385284037,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001608,gene0796,3.15435660734601,0.420033716835938,0.239489531279416,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001609,gene0832,4.42523450130045,0.402125035049276,0.208241954426536,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001610,nfnB,6.485404119738,-0.192188572187172,0.357918099421463,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001611,tpx,7.65829389974152,1.26924372822696,7.08262982375143e-07,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001612,nhaC,7.50484683625824,0.215800406174619,0.195131092372026,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001613,rpfA,6.39461013011507,1.55723424213662,2.86255527293686e-05,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001614,ubiA,5.68957925640258,0.0820018869821994,0.738469446343077,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001615,ltaE,8.39010638886359,-0.038785960671587,0.870058339804288,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001616,gene0923,7.70089528550096,-0.076448287046804,0.727303414633735,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001617,gene0928,4.81109136292333,1.18676085890047,0.0010787187402254,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001618,wbpA,7.13742523736925,0.730350693899825,0.001427881526934,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001619,phnP,6.24317733835045,0.416067321689435,0.0472643845604801,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001620,gene0945,5.48726801001583,-0.460142371205599,0.0592768818393338,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001621,gene0961,7.58946437289909,1.71285823141181,7.48521471604174e-07,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001622,pyrR,6.80414190890642,-0.121191497359513,0.662970632047405,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001623,ybdG,6.73647083720639,0.959474356026453,0.0002468802701931,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001624,gene1007,4.58060219235315,0.400404470680988,0.104058987818922,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001625,gene3563,3.98598106102461,0.428743808380001,0.0824761775822788,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001626,entS,7.70867646415403,0.856737904750369,0.0004806062461548,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001627,gene3424,5.33983987149087,0.770244888422014,0.101438672079603,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001628,mlaD,8.44792631617515,0.600798212911956,0.0034695816525529,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001629,lpxH,7.10143205870629,6.13619448792167,7.487668437066141e-09,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001630,gene3103,4.90952482797578,-0.798567529629997,0.0007800170411959,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001631,gene1100,10.3014037684559,-0.685787227474922,0.002580467086132,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001632,fno,7.28178525142237,1.52227343178838,3.94320862504437e-05,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001633,yfdC,6.6076588037652,1.10532611996405,0.0002000313783357,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001634,gene1157,4.20794904992494,-0.419768205528535,0.143912857104955,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001635,gene1158,7.7396227318554,0.3175905512287,0.0712906000480656,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001636,ald,7.86577894452715,0.160967793145498,0.371498001576979,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001637,UMF1,6.47860044561266,1.0686366397722,0.0008319953926957,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001638,gene0399,3.82882635300288,0.885157901949483,0.0393446866037225,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001639,dmsC,12.4345379506628,-0.484247124984431,0.0580191088872335,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001640,actE,9.34102233545613,-0.544125835601445,0.0029289923813876,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001641,fabZ,6.33801170606646,0.0055656089069958,0.975813370166111,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001642,Z012_05430,7.15264726794468,2.3961599499452,6.057297491715821e-09,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001643,gene1302,7.02647936093602,0.107581157036516,0.592464991135082,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001644,fucP,5.61162632111967,-0.32448515428082,0.244582824516051,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001645,rssB,4.78534805355676,0.249521587765872,0.590106050582673,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001646,sadA,12.9548194712651,8.70238503121492,6.025325136242101e-10,up
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001647,gene3143,5.31257202803402,0.126585455862752,0.722262615311847,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001648,gene1368,7.54111952463541,0.346793571366518,0.156523954875676,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001649,ybgC,4.00404216790796,0.191270068443701,0.504318147855417,mid
a,55 MPa Droplet vs 55 MPa Bulk,Aequorivita,D55_vs_B55,OG0001650,tlyC,6.84540352905685,1.52119895904844,0.0001133394155262,up
