contrast	module	orthogroup_id	gene_label	display_gene_label	x	index_in_module	strain	point_class	status_raw	member_gene_count_in_strain	direction	plot_direction	logFC	pvalue	FDR	neg_log10_p	n_DEG_events	n_DEG_strains	DEG_strains	directions	strict_function_evidence	representative_product	ko_terms	pathway_ids	member_gene_symbols
D55_vs_B55	ROS removal	OG0000634	bcp	bcp	16.25	9	Sphingopyxis	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Aequorivita;Psychrobacter	Up	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	MULTISPECIES: peroxiredoxin	K03564		
D55_vs_B55	ROS removal	OG0000634	bcp	bcp	16.25	9	Aequorivita	DEG	DEG	1	Up	Up	1.96642031604837	3.34406278829102e-09	2.33712832648339e-07	8.47572557682144	2	2	Aequorivita;Psychrobacter	Up	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	MULTISPECIES: peroxiredoxin	K03564		
D55_vs_B55	ROS removal	OG0001338	btuE	btuE	17.25	10	Halomonas	DEG	DEG	1	Up	Up	1.06230254457	0.0008547495210961	0.0016853649380671	3.06816113386027	2	2	Halomonas;Psychrobacter	Up	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	glutathione peroxidase	K00432	map00480;map01100;map04918;map05014;map05016;map05022	btuE
D55_vs_B55	ROS removal	OG0001338	btuE	btuE	17.25	10	Psychrobacter	DEG	DEG	1	Up	Up	1.30215644226806	0.0001770989378905	0.0005488989393444	3.7517840433818	2	2	Halomonas;Psychrobacter	Up	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	glutathione peroxidase	K00432	map00480;map01100;map04918;map05014;map05016;map05022	btuE
D55_vs_B55	ROS removal	OG0001338	btuE	btuE	17.25	10	Sphingopyxis	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Halomonas;Psychrobacter	Up	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	glutathione peroxidase	K00432	map00480;map01100;map04918;map05014;map05016;map05022	btuE
D55_vs_B55	ROS removal	OG0001338	btuE	btuE	17.25	10	Aequorivita	Absent	Absent	0							2	2	Halomonas;Psychrobacter	Up	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	glutathione peroxidase	K00432	map00480;map01100;map04918;map05014;map05016;map05022	btuE
D55_vs_B55	Flagellar assembly	OG0001997	fliI	fliI	19.5	1	Halomonas	DEG	DEG	1	Down	Down	-1.80107020041297	2.73089509516554e-07	1.42585052320793e-06	6.56369498256469	2	2	Halomonas;Sphingopyxis	Down	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	MULTISPECIES: flagellar protein export ATPase FliI	K02412	map02040	fliI
D55_vs_B55	Flagellar assembly	OG0001997	fliI	fliI	19.5	1	Psychrobacter	Absent	Absent	0							2	2	Halomonas;Sphingopyxis	Down	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	MULTISPECIES: flagellar protein export ATPase FliI	K02412	map02040	fliI
D55_vs_B55	Flagellar assembly	OG0001997	fliI	fliI	19.5	1	Sphingopyxis	DEG	DEG	1	Down	Down	-1.53387429912564	9.97252493012839e-07	6.21950600604191e-06	6.00119486933212	2	2	Halomonas;Sphingopyxis	Down	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	MULTISPECIES: flagellar protein export ATPase FliI	K02412	map02040	fliI
D55_vs_B55	Flagellar assembly	OG0001997	fliI	fliI	19.5	1	Aequorivita	Absent	Absent	0							2	2	Halomonas;Sphingopyxis	Down	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	MULTISPECIES: flagellar protein export ATPase FliI	K02412	map02040	fliI
D55_vs_B55	Flagellar assembly	OG0001996	fliG	fliG	20.5	2	Halomonas	DEG	DEG	1	Down	Down	-1.98636679370353	1.83684400819256e-06	7.26709468395865e-06	5.73592772407402	2	2	Halomonas;Sphingopyxis	Down	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	MULTISPECIES: flagellar motor switch protein FliG	K02410	map02030;map02040	fliG
D55_vs_B55	Flagellar assembly	OG0001996	fliG	fliG	20.5	2	Psychrobacter	Absent	Absent	0							2	2	Halomonas;Sphingopyxis	Down	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	MULTISPECIES: flagellar motor switch protein FliG	K02410	map02030;map02040	fliG
D55_vs_B55	Flagellar assembly	OG0001996	fliG	fliG	20.5	2	Sphingopyxis	DEG	DEG	1	Down	Down	-1.27997812185671	9.13833527229166e-05	0.0003274570139237	4.0391329123522	2	2	Halomonas;Sphingopyxis	Down	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	MULTISPECIES: flagellar motor switch protein FliG	K02410	map02030;map02040	fliG
D55_vs_B55	Flagellar assembly	OG0001996	fliG	fliG	20.5	2	Aequorivita	Absent	Absent	0							2	2	Halomonas;Sphingopyxis	Down	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	MULTISPECIES: flagellar motor switch protein FliG	K02410	map02030;map02040	fliG
D55_vs_B55	proteostasis	OG0000403	groES	groES	22.75	1	Halomonas	DEG	DEG	1	Up	Up	1.66846826865761	6.09262390984974e-07	2.86029066468016e-06	6.2151956295102	3	3	Aequorivita;Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: co-chaperone GroES	K04078		groES
D55_vs_B55	proteostasis	OG0000403	groES	groES	22.75	1	Psychrobacter	Present_not_DEG	Homolog_present_not_DEG	1							3	3	Aequorivita;Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: co-chaperone GroES	K04078		groES
D55_vs_B55	proteostasis	OG0000403	groES	groES	22.75	1	Sphingopyxis	DEG	DEG	2	Down	Down	-2.0986157817009	7.05758053214811e-13	3.03063187954614e-11	12.1513441575356	3	3	Aequorivita;Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: co-chaperone GroES	K04078		groES
D55_vs_B55	proteostasis	OG0000403	groES	groES	22.75	1	Aequorivita	DEG	DEG	1	Up	Up	1.33396512863729	0.0009225089531134	0.0032957349806156	3.03502941024329	3	3	Aequorivita;Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: co-chaperone GroES	K04078		groES
D55_vs_B55	proteostasis	OG0000241	lon	lon	23.75	2	Halomonas	DEG	DEG	2	Up	Up	1.97208810541034	7.98462338404397e-12	4.05522084595688e-10	11.0977455636944	3	3	Aequorivita;Halomonas;Psychrobacter	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	ATP-dependent proteinase. Serine peptidase. MEROPS family S16	K01338;K04770	map04112	lon;lonB
D55_vs_B55	proteostasis	OG0000241	lon	lon	23.75	2	Psychrobacter	DEG	DEG	2	Up	Up	1.44081543731509	1.37075379977015e-06	8.88104579379905e-06	5.86304054156564	3	3	Aequorivita;Halomonas;Psychrobacter	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	ATP-dependent proteinase. Serine peptidase. MEROPS family S16	K01338;K04770	map04112	lon;lonB
D55_vs_B55	proteostasis	OG0000241	lon	lon	23.75	2	Sphingopyxis	Present_not_DEG	Homolog_present_not_DEG	1							3	3	Aequorivita;Halomonas;Psychrobacter	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	ATP-dependent proteinase. Serine peptidase. MEROPS family S16	K01338;K04770	map04112	lon;lonB
D55_vs_B55	proteostasis	OG0000241	lon	lon	23.75	2	Aequorivita	DEG	DEG	1	Up	Up	1.74212057879952	8.62488839471571e-08	2.52328130245404e-06	7.06424651595008	3	3	Aequorivita;Halomonas;Psychrobacter	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	ATP-dependent proteinase. Serine peptidase. MEROPS family S16	K01338;K04770	map04112	lon;lonB
D55_vs_B55	proteostasis	OG0001212	htpG	htpG	24.75	3	Halomonas	DEG	DEG	1	Up	Up	2.26107097931948	6.04097387623225e-11	2.02493444331305e-09	10.2188930423425	3	3	Aequorivita;Halomonas;Psychrobacter	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	molecular chaperone HtpG	K04079	map04141;map04151;map04217;map04612;map04621;map04626;map04657;map04659;map04914;map04915;map05132;map05200;map05207;map05215;map05417;map05418	htpG
D55_vs_B55	proteostasis	OG0001212	htpG	htpG	24.75	3	Psychrobacter	DEG	DEG	1	Up	Up	1.50094635855673	4.22251933500783e-05	0.0001618806369968	4.37442835310853	3	3	Aequorivita;Halomonas;Psychrobacter	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	molecular chaperone HtpG	K04079	map04141;map04151;map04217;map04612;map04621;map04626;map04657;map04659;map04914;map04915;map05132;map05200;map05207;map05215;map05417;map05418	htpG
D55_vs_B55	proteostasis	OG0001212	htpG	htpG	24.75	3	Sphingopyxis	Absent	Absent	0							3	3	Aequorivita;Halomonas;Psychrobacter	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	molecular chaperone HtpG	K04079	map04141;map04151;map04217;map04612;map04621;map04626;map04657;map04659;map04914;map04915;map05132;map05200;map05207;map05215;map05417;map05418	htpG
D55_vs_B55	proteostasis	OG0001212	htpG	htpG	24.75	3	Aequorivita	DEG	DEG	1	Up	Up	1.35065378824267	0.0001601612845755	0.0008027207011794	3.7954424565867	3	3	Aequorivita;Halomonas;Psychrobacter	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	molecular chaperone HtpG	K04079	map04141;map04151;map04217;map04612;map04621;map04626;map04657;map04659;map04914;map04915;map05132;map05200;map05207;map05215;map05417;map05418	htpG
D55_vs_B55	proteostasis	OG0000537	clpB	clpB	25.75	4	Halomonas	DEG	DEG	1	Up	Up	1.93595619388366	5.51434162973595e-09	5.92438241758811e-08	8.25850633157207	3	3	Aequorivita;Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	ATP-dependent chaperone ClpB	K03695	map04213	clpB
D55_vs_B55	proteostasis	OG0000537	clpB	clpB	25.75	4	Psychrobacter	Present_not_DEG	Homolog_present_not_DEG	1							3	3	Aequorivita;Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	ATP-dependent chaperone ClpB	K03695	map04213	clpB
D55_vs_B55	proteostasis	OG0000537	clpB	clpB	25.75	4	Sphingopyxis	DEG	DEG	1	Down	Down	-2.34215755640483	1.37103556547438e-10	2.60496757440132e-09	9.86295127920835	3	3	Aequorivita;Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	ATP-dependent chaperone ClpB	K03695	map04213	clpB
D55_vs_B55	proteostasis	OG0000537	clpB	clpB	25.75	4	Aequorivita	DEG	DEG	1	Up	Up	1.34328305350627	2.31090684091329e-05	0.0001875561810238	4.63621756178735	3	3	Aequorivita;Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	ATP-dependent chaperone ClpB	K03695	map04213	clpB
D55_vs_B55	proteostasis	OG0000227	dnaJ	dnaJ	26.75	5	Halomonas	DEG	DEG	1	Up	Up	2.27591694627582	2.9120723055925e-09	3.5086880039709e-08	8.53579784586656	3	3	Aequorivita;Halomonas;Psychrobacter	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	molecular chaperone DnaJ	K03686;K05516		dnaJ;cbpA
D55_vs_B55	proteostasis	OG0000227	dnaJ	dnaJ	26.75	5	Psychrobacter	DEG	DEG	1	Up	Up	1.08978137658335	0.0002241294228854	0.0006728286015108	3.64950112714188	3	3	Aequorivita;Halomonas;Psychrobacter	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	molecular chaperone DnaJ	K03686;K05516		dnaJ;cbpA
D55_vs_B55	proteostasis	OG0000227	dnaJ	dnaJ	26.75	5	Sphingopyxis	Present_not_DEG	Homolog_present_not_DEG	2							3	3	Aequorivita;Halomonas;Psychrobacter	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	molecular chaperone DnaJ	K03686;K05516		dnaJ;cbpA
D55_vs_B55	proteostasis	OG0000227	dnaJ	dnaJ	26.75	5	Aequorivita	DEG	DEG	2	Up	Up	1.528947123323	4.54468809695499e-07	8.86454339437493e-06	6.34249591715477	3	3	Aequorivita;Halomonas;Psychrobacter	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	molecular chaperone DnaJ	K03686;K05516		dnaJ;cbpA
D55_vs_B55	proteostasis	OG0000144	slpA	slpA	27.75	6	Halomonas	Present_not_DEG	Homolog_present_not_DEG	3							3	3	Aequorivita;Psychrobacter;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: peptidylprolyl isomerase	K03775;K03774		slyD;slpA;fkpA
D55_vs_B55	proteostasis	OG0000144	slpA	slpA	27.75	6	Psychrobacter	DEG	DEG	2	Up	Up	1.36278221138658	5.80346246081343e-06	3.07664336572852e-05	5.23631282040965	3	3	Aequorivita;Psychrobacter;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: peptidylprolyl isomerase	K03775;K03774		slyD;slpA;fkpA
D55_vs_B55	proteostasis	OG0000144	slpA	slpA	27.75	6	Sphingopyxis	DEG	DEG	1	Down	Down	-1.06748434249543	1.27836363677434e-07	1.04967144848707e-06	6.89334559141936	3	3	Aequorivita;Psychrobacter;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: peptidylprolyl isomerase	K03775;K03774		slyD;slpA;fkpA
D55_vs_B55	proteostasis	OG0000144	slpA	slpA	27.75	6	Aequorivita	DEG	DEG	1	Up	Up	1.08240767804538	0.0001406613500214	0.0007381806849435	3.85182521868693	3	3	Aequorivita;Psychrobacter;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: peptidylprolyl isomerase	K03775;K03774		slyD;slpA;fkpA
D55_vs_B55	proteostasis	OG0000177	degP	degP	28.75	7	Halomonas	DEG	DEG	2	Up	Up	2.12764155303187	9.82626468323716e-11	3.12100057681774e-09	10.0076115417561	2	2	Halomonas;Sphingopyxis	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	peptidase Do family protein	K04691;K04772;K04771	map01503;map02020	hhoB;degP
D55_vs_B55	proteostasis	OG0000177	degP	degP	28.75	7	Psychrobacter	Present_not_DEG	Homolog_present_not_DEG	3							2	2	Halomonas;Sphingopyxis	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	peptidase Do family protein	K04691;K04772;K04771	map01503;map02020	hhoB;degP
D55_vs_B55	proteostasis	OG0000177	degP	degP	28.75	7	Sphingopyxis	DEG	DEG	1	Up	Up	1.05931719406721	3.07140542062231e-11	7.38040655484832e-10	10.5126628535934	2	2	Halomonas;Sphingopyxis	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	peptidase Do family protein	K04691;K04772;K04771	map01503;map02020	hhoB;degP
D55_vs_B55	proteostasis	OG0000177	degP	degP	28.75	7	Aequorivita	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Halomonas;Sphingopyxis	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	peptidase Do family protein	K04691;K04772;K04771	map01503;map02020	hhoB;degP
D55_vs_B55	proteostasis	OG0000550	dnaK	dnaK	29.75	8	Halomonas	DEG	DEG	1	Up	Up	2.70307080788067	2.14824780927224e-11	8.37317053102388e-10	10.6679156224176	2	2	Aequorivita;Halomonas	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	molecular chaperone DnaK	K04043	map03018;map04212;map05152	dnaK
D55_vs_B55	proteostasis	OG0000550	dnaK	dnaK	29.75	8	Psychrobacter	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Aequorivita;Halomonas	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	molecular chaperone DnaK	K04043	map03018;map04212;map05152	dnaK
D55_vs_B55	proteostasis	OG0000550	dnaK	dnaK	29.75	8	Sphingopyxis	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Aequorivita;Halomonas	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	molecular chaperone DnaK	K04043	map03018;map04212;map05152	dnaK
D55_vs_B55	proteostasis	OG0000550	dnaK	dnaK	29.75	8	Aequorivita	DEG	DEG	1	Up	Up	1.07374094740615	0.0003725078111109	0.0015568598882976	3.4288646161055	2	2	Aequorivita;Halomonas	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	molecular chaperone DnaK	K04043	map03018;map04212;map05152	dnaK
D55_vs_B55	proteostasis	OG0000582	grpE	grpE	30.75	9	Halomonas	DEG	DEG	1	Up	Up	2.38100140363685	2.73467869965925e-10	6.84077835914763e-09	9.56309369205888	2	2	Aequorivita;Halomonas	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: nucleotide exchange factor GrpE	K03687		
D55_vs_B55	proteostasis	OG0000582	grpE	grpE	30.75	9	Psychrobacter	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Aequorivita;Halomonas	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: nucleotide exchange factor GrpE	K03687		
D55_vs_B55	proteostasis	OG0000582	grpE	grpE	30.75	9	Sphingopyxis	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Aequorivita;Halomonas	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: nucleotide exchange factor GrpE	K03687		
D55_vs_B55	proteostasis	OG0000582	grpE	grpE	30.75	9	Aequorivita	DEG	DEG	1	Up	Up	1.94383560137815	1.31097579115412e-06	2.08760448768592e-05	5.88240532803932	2	2	Aequorivita;Halomonas	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: nucleotide exchange factor GrpE	K03687		
D55_vs_B55	proteostasis	OG0001280	clpA	clpA	31.75	10	Halomonas	DEG	DEG	1	Up	Up	1.93080557223888	6.51369723557714e-10	1.28434783139145e-08	9.18617243182795	2	2	Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	ATP-dependent Clp protease ATP-binding subunit ClpA	K03694		clpA
D55_vs_B55	proteostasis	OG0001280	clpA	clpA	31.75	10	Psychrobacter	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	ATP-dependent Clp protease ATP-binding subunit ClpA	K03694		clpA
D55_vs_B55	proteostasis	OG0001280	clpA	clpA	31.75	10	Sphingopyxis	DEG	DEG	1	Down	Down	-1.11541371994959	5.82781331879938e-09	6.70608941050577e-08	8.23449436834917	2	2	Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	ATP-dependent Clp protease ATP-binding subunit ClpA	K03694		clpA
D55_vs_B55	proteostasis	OG0001280	clpA	clpA	31.75	10	Aequorivita	Absent	Absent	0							2	2	Halomonas;Sphingopyxis	Down;Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	ATP-dependent Clp protease ATP-binding subunit ClpA	K03694		clpA
D55_vs_B55	proteostasis	OG0000157	ybbN	ybbN	32.75	11	Halomonas	DEG	DEG	2	Up	Up	1.45986908001234	9.97223633717336e-09	9.13304267819812e-08	8.00120743747733	2	2	Halomonas;Psychrobacter	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: co-chaperone YbbN	K03671;K05838	map04621;map05012;map05132;map05418	trxA;ybbN
D55_vs_B55	proteostasis	OG0000157	ybbN	ybbN	32.75	11	Psychrobacter	DEG	DEG	1	Up	Up	1.12302589271225	1.13925997576711e-05	5.4061777732054e-05	4.94337715989132	2	2	Halomonas;Psychrobacter	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: co-chaperone YbbN	K03671;K05838	map04621;map05012;map05132;map05418	trxA;ybbN
D55_vs_B55	proteostasis	OG0000157	ybbN	ybbN	32.75	11	Sphingopyxis	Present_not_DEG	Homolog_present_not_DEG	2							2	2	Halomonas;Psychrobacter	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: co-chaperone YbbN	K03671;K05838	map04621;map05012;map05132;map05418	trxA;ybbN
D55_vs_B55	proteostasis	OG0000157	ybbN	ybbN	32.75	11	Aequorivita	Present_not_DEG	Homolog_present_not_DEG	2							2	2	Halomonas;Psychrobacter	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: co-chaperone YbbN	K03671;K05838	map04621;map05012;map05132;map05418	trxA;ybbN
D55_vs_B55	proteostasis	OG0000404	groEL	groEL	33.75	12	Halomonas	DEG	DEG	1	Up	Up	1.2870236850702	1.10626469559102e-05	3.42717121961283e-05	4.95614094709936	2	2	Aequorivita;Halomonas	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: chaperonin GroEL	K04077	map03018;map04212;map04940;map05134;map05152;map05417	groEL
D55_vs_B55	proteostasis	OG0000404	groEL	groEL	33.75	12	Psychrobacter	Present_not_DEG	Homolog_present_not_DEG	1							2	2	Aequorivita;Halomonas	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: chaperonin GroEL	K04077	map03018;map04212;map04940;map05134;map05152;map05417	groEL
D55_vs_B55	proteostasis	OG0000404	groEL	groEL	33.75	12	Sphingopyxis	Present_not_DEG	Homolog_present_not_DEG	2							2	2	Aequorivita;Halomonas	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: chaperonin GroEL	K04077	map03018;map04212;map04940;map05134;map05152;map05417	groEL
D55_vs_B55	proteostasis	OG0000404	groEL	groEL	33.75	12	Aequorivita	DEG	DEG	1	Up	Up	1.34470007462068	0.0003722975345491	0.0015568598882976	3.42910983978286	2	2	Aequorivita;Halomonas	Up	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	MULTISPECIES: chaperonin GroEL	K04077	map03018;map04212;map04940;map05134;map05152;map05417	groEL
D55_vs_B55	osmoregulation	OG0001783	ectA	ectA	36	1	Halomonas	DEG	DEG	1	Up	Up	2.10106384616902	4.494846368996e-09	4.95615954897191e-08	8.3472851475876	2	2	Halomonas;Sphingopyxis	Up	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	MULTISPECIES: diaminobutyrate acetyltransferase	K06718	map00260;map01100;map01120	ectA
D55_vs_B55	osmoregulation	OG0001783	ectA	ectA	36	1	Psychrobacter	Absent	Absent	0							2	2	Halomonas;Sphingopyxis	Up	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	MULTISPECIES: diaminobutyrate acetyltransferase	K06718	map00260;map01100;map01120	ectA
D55_vs_B55	osmoregulation	OG0001783	ectA	ectA	36	1	Sphingopyxis	DEG	DEG	1	Up	Up	1.03116157485455	1.31839781125373e-06	7.92008096907571e-06	5.87995352664303	2	2	Halomonas;Sphingopyxis	Up	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	MULTISPECIES: diaminobutyrate acetyltransferase	K06718	map00260;map01100;map01120	ectA
D55_vs_B55	osmoregulation	OG0001783	ectA	ectA	36	1	Aequorivita	Absent	Absent	0							2	2	Halomonas;Sphingopyxis	Up	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	MULTISPECIES: diaminobutyrate acetyltransferase	K06718	map00260;map01100;map01120	ectA
D55_vs_B55	osmoregulation	OG0001896	ectD	ectD	37	2	Halomonas	DEG	DEG	1	Up	Up	1.51845322779891	9.82753403928707e-09	9.13304267819812e-08	8.00755544325461	2	2	Halomonas;Sphingopyxis	Up	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	MULTISPECIES: ectoine hydroxylase	K10674	map00260;map01100;map01120	ectD
D55_vs_B55	osmoregulation	OG0001896	ectD	ectD	37	2	Psychrobacter	Absent	Absent	0							2	2	Halomonas;Sphingopyxis	Up	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	MULTISPECIES: ectoine hydroxylase	K10674	map00260;map01100;map01120	ectD
D55_vs_B55	osmoregulation	OG0001896	ectD	ectD	37	2	Sphingopyxis	DEG	DEG	1	Up	Up	1.20798987704533	1.27815189597682e-07	1.04967144848707e-06	6.89341753141659	2	2	Halomonas;Sphingopyxis	Up	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	MULTISPECIES: ectoine hydroxylase	K10674	map00260;map01100;map01120	ectD
D55_vs_B55	osmoregulation	OG0001896	ectD	ectD	37	2	Aequorivita	Absent	Absent	0							2	2	Halomonas;Sphingopyxis	Up	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	MULTISPECIES: ectoine hydroxylase	K10674	map00260;map01100;map01120	ectD
D55_vs_B55	osmoregulation	OG0000128	betA	betA	38	3	Halomonas	DEG	DEG	3	Up	Up	1.52333676986566	3.75793140782867e-08	2.61339960146093e-07	7.42505115118424	2	2	Halomonas;Psychrobacter	Down;Up	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	MULTISPECIES: choline dehydrogenase	K00108;K28060	map00260;map00670;map01100;map00640;map01120	betA;mpdB
D55_vs_B55	osmoregulation	OG0000128	betA	betA	38	3	Psychrobacter	DEG	DEG	1	Down	Down	-1.06789650108606	0.002899698171962	0.0062142199253267	2.53764720522976	2	2	Halomonas;Psychrobacter	Down;Up	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	MULTISPECIES: choline dehydrogenase	K00108;K28060	map00260;map00670;map01100;map00640;map01120	betA;mpdB
