contrast	strain	module	orthogroup_id	gene_label	direction	logFC	pvalue	FDR	n_DEG_strains_raw	strict_function_evidence	source_table	ko_terms	pathway_ids	pathway_names	representative_product	representative_Preferred_name	member_gene_symbols	member_products	n_DEG_strains	sharing	sharing_label
D55_vs_B55	Halomonas	proteostasis	OG0000582	grpE	Up	2.38100140363685	2.73467869965925e-10	6.84077835914763e-09	4	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	DEG_OG_edgeR.tsv strict full-module filter	K03687			MULTISPECIES: nucleotide exchange factor GrpE	grpE		MULTISPECIES: nucleotide exchange factor GrpE;molecular chaperone GrpE;nucleotide exchange factor GrpE	2	shared	OG in >=2 strains
D55_vs_B55	Halomonas	proteostasis	OG0000603	htpX	Up	1.92982620894307	4.17756926708895e-11	1.45866793575856e-09	4	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	DEG_OG_edgeR.tsv strict full-module filter	K03799;K06013	map00900;map01110	Biosynthesis of secondary metabolites;Terpenoid backbone biosynthesis	MULTISPECIES: protease HtpX	htpX	htpX	MULTISPECIES: protease HtpX;peptidase M48;M48 family metalloprotease	1	single	OG in 1 strain
D55_vs_B55	Psychrobacter	proteostasis	OG0000815	clpX	Up	1.32379789352823	2.80673630098003e-05	0.000114006313496	4	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	DEG_OG_edgeR.tsv strict full-module filter	K03544	map04112	Cell cycle - Caulobacter	MULTISPECIES: ATP-dependent Clp protease ATP-binding subunit ClpX	clpX	clpX	MULTISPECIES: ATP-dependent Clp protease ATP-binding subunit ClpX;ATP-dependent protease ATP-binding subunit ClpX;ATP-dependent Clp protease ATP-binding subunit ClpX	1	single	OG in 1 strain
D55_vs_B55	Psychrobacter	proteostasis	OG0000816	clpP	Up	1.69456033132181	2.15100530257124e-07	1.97996150742702e-06	4	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	DEG_OG_edgeR.tsv strict full-module filter	K01358	map04112;map04212	Cell cycle - Caulobacter;Longevity regulating pathway - worm	ATP-dependent Clp protease proteolytic subunit	clpP	clpP	MULTISPECIES: ATP-dependent Clp endopeptidase proteolytic subunit ClpP;ATP-dependent Clp protease proteolytic subunit;ATP-dependent Clp endopeptidase proteolytic subunit ClpP	1	single	OG in 1 strain
D55_vs_B55	Halomonas	proteostasis	OG0000895	rimK	Up	1.84642226229679	3.46839211603629e-09	4.05230630330399e-08	2	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	DEG_OG_edgeR.tsv strict full-module filter				MULTISPECIES: ATP-dependent zinc protease		rimK	MULTISPECIES: ATP-dependent zinc protease;ATP-dependent zinc protease;MULTISPECIES: RimK/LysX family protein;peptidase	1	single	OG in 1 strain
D55_vs_B55	Psychrobacter	proteostasis	OG0000946	dsbC	Up	1.44687806802595	1.03610513408559e-09	2.92983317483764e-08	3	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	DEG_OG_edgeR.tsv strict full-module filter	K03981			thioredoxin fold domain-containing protein		dsbC	MULTISPECIES: DsbC family protein;DsbC family protein;thioredoxin fold domain-containing protein	1	single	OG in 1 strain
D55_vs_B55	Aequorivita	proteostasis	OG0001212	htpG	Up	1.35065378824267	0.0001601612845755	0.0008027207011794	3	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	DEG_OG_edgeR.tsv strict full-module filter	K04079	map04141;map04151;map04217;map04612;map04621;map04626;map04657;map04659;map04914;map04915;map05132;map05200;map05207;map05215;map05417;map05418	Antigen processing and presentation;Chemical carcinogenesis - receptor activation;Estrogen signaling pathway;Fluid shear stress and atherosclerosis;IL-17 signaling pathway;Lipid and atherosclerosis;NOD-like receptor signaling pathway;Necroptosis;PI3K-Akt signaling pathway;Pathways in cancer;Plant-pathogen interaction;Progesterone-mediated oocyte maturation;Prostate cancer;Protein processing in endoplasmic reticulum;Salmonella infection;Th17 cell differentiation	molecular chaperone HtpG	htpG	htpG	MULTISPECIES: molecular chaperone HtpG;molecular chaperone HtpG	3	shared	OG in >=2 strains
D55_vs_B55	Halomonas	proteostasis	OG0001212	htpG	Up	2.26107097931948	6.04097387623225e-11	2.02493444331305e-09	3	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	DEG_OG_edgeR.tsv strict full-module filter	K04079	map04141;map04151;map04217;map04612;map04621;map04626;map04657;map04659;map04914;map04915;map05132;map05200;map05207;map05215;map05417;map05418	Antigen processing and presentation;Chemical carcinogenesis - receptor activation;Estrogen signaling pathway;Fluid shear stress and atherosclerosis;IL-17 signaling pathway;Lipid and atherosclerosis;NOD-like receptor signaling pathway;Necroptosis;PI3K-Akt signaling pathway;Pathways in cancer;Plant-pathogen interaction;Progesterone-mediated oocyte maturation;Prostate cancer;Protein processing in endoplasmic reticulum;Salmonella infection;Th17 cell differentiation	molecular chaperone HtpG	htpG	htpG	MULTISPECIES: molecular chaperone HtpG;molecular chaperone HtpG	3	shared	OG in >=2 strains
D55_vs_B55	Psychrobacter	proteostasis	OG0001212	htpG	Up	1.50094635855673	4.22251933500783e-05	0.0001618806369968	3	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	DEG_OG_edgeR.tsv strict full-module filter	K04079	map04141;map04151;map04217;map04612;map04621;map04626;map04657;map04659;map04914;map04915;map05132;map05200;map05207;map05215;map05417;map05418	Antigen processing and presentation;Chemical carcinogenesis - receptor activation;Estrogen signaling pathway;Fluid shear stress and atherosclerosis;IL-17 signaling pathway;Lipid and atherosclerosis;NOD-like receptor signaling pathway;Necroptosis;PI3K-Akt signaling pathway;Pathways in cancer;Plant-pathogen interaction;Progesterone-mediated oocyte maturation;Prostate cancer;Protein processing in endoplasmic reticulum;Salmonella infection;Th17 cell differentiation	molecular chaperone HtpG	htpG	htpG	MULTISPECIES: molecular chaperone HtpG;molecular chaperone HtpG	3	shared	OG in >=2 strains
D55_vs_B55	Halomonas	proteostasis	OG0001280	clpA	Up	1.93080557223888	6.51369723557714e-10	1.28434783139145e-08	3	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	DEG_OG_edgeR.tsv strict full-module filter	K03694			ATP-dependent Clp protease ATP-binding subunit ClpA	clpA	clpA	MULTISPECIES: ATP-dependent Clp protease ATP-binding subunit ClpA;ATP-dependent Clp protease ATP-binding subunit ClpA	2	shared	OG in >=2 strains
D55_vs_B55	Sphingopyxis	proteostasis	OG0001280	clpA	Down	-1.11541371994959	5.82781331879938e-09	6.70608941050577e-08	3	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	DEG_OG_edgeR.tsv strict full-module filter	K03694			ATP-dependent Clp protease ATP-binding subunit ClpA	clpA	clpA	MULTISPECIES: ATP-dependent Clp protease ATP-binding subunit ClpA;ATP-dependent Clp protease ATP-binding subunit ClpA	2	shared	OG in >=2 strains
D55_vs_B55	Halomonas	proteostasis	OG0001543	clpC	Up	1.61842960156365	2.88319130179789e-09	3.5086880039709e-08	2	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	DEG_OG_edgeR.tsv strict full-module filter	K03696			Clp protease ClpC	clpC	clpC	ATPase;Clp protease ClpC	1	single	OG in 1 strain
D55_vs_B55	Halomonas	proteostasis	OG0001878	dsbA	Up	2.39167157440516	1.82071519766028e-12	1.48805428389481e-10	2	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	DEG_OG_edgeR.tsv strict full-module filter	K03673	map01503	Cationic antimicrobial peptide (CAMP) resistance	MULTISPECIES: thiol:disulfide interchange protein DsbA/DsbL	dsbA	dsbA	MULTISPECIES: thiol:disulfide interchange protein DsbA/DsbL	1	single	OG in 1 strain
D55_vs_B55	Halomonas	proteostasis	OG0001905	hslU	Up	2.86442774797089	7.60706644826217e-12	4.05522084595688e-10	2	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	DEG_OG_edgeR.tsv strict full-module filter	K03667			MULTISPECIES: ATP-dependent protease ATPase subunit HslU	hslU	hslU	MULTISPECIES: ATP-dependent protease ATPase subunit HslU;ATP-dependent protease ATPase subunit HslU	1	single	OG in 1 strain
D55_vs_B55	Halomonas	proteostasis	OG0001906	hslV	Up	2.47557500812207	1.00672464968461e-09	1.63812671152564e-08	2	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	DEG_OG_edgeR.tsv strict full-module filter	K01419			MULTISPECIES: ATP-dependent protease subunit HslV	hslV	hslV	MULTISPECIES: ATP-dependent protease subunit HslV;ATP-dependent protease subunit HslV	1	single	OG in 1 strain
D55_vs_B55	Halomonas	proteostasis	OG0002127	dsbG	Down	-1.16062141795212	1.04880764184456e-07	6.18944228074467e-07	1	strict proteostasis: chaperone/co-chaperone, folding/isomerization factor, or stress/ATP-dependent protease	DEG_OG_edgeR.tsv strict full-module filter	K03805			MULTISPECIES: thiol:disulfide interchange protein DsbG	dsbG	dsbG	MULTISPECIES: thiol:disulfide interchange protein DsbG	1	single	OG in 1 strain
D55_vs_B55	Halomonas	osmoregulation	OG0000103	mscK	Up	1.59185291162345	3.67904164571256e-11	1.31193059536473e-09	3	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	DEG_OG_edgeR.tsv strict full-module filter	K22044;K05802;K03442;K16052			mechanosensitive channel MscK		ybiO;mscS;mscK;ynaI	MULTISPECIES: mechanosensitive channel protein;MULTISPECIES: mechanosensitive ion channel;mechanosensitive channel MscK;mechanosensitive ion channel family protein;mechanosensitive ion channel	1	single	OG in 1 strain
D55_vs_B55	Halomonas	osmoregulation	OG0000128	betA	Up	1.52333676986566	3.75793140782867e-08	2.61339960146093e-07	3	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	DEG_OG_edgeR.tsv strict full-module filter	K00108;K28060	map00260;map00670;map01100;map00640;map01120	Glycine;serine and threonine metabolism;Metabolic pathways;One carbon pool by folate;Microbial metabolism in diverse environments;Propanoate metabolism	MULTISPECIES: choline dehydrogenase	betA	betA;mpdB	MULTISPECIES: choline dehydrogenase;MULTISPECIES: GMC family oxidoreductase;GMC family oxidoreductase N-terminal domain-containing protein;choline dehydrogenase;FAD-dependent oxidoreductase;MULTISPECIES: GMC family oxidoreductase N-terminal domain-containing protein	2	shared	OG in >=2 strains
D55_vs_B55	Psychrobacter	osmoregulation	OG0000128	betA	Down	-1.06789650108606	0.002899698171962	0.0062142199253267	3	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	DEG_OG_edgeR.tsv strict full-module filter	K00108;K28060	map00260;map00670;map01100;map00640;map01120	Glycine;serine and threonine metabolism;Metabolic pathways;One carbon pool by folate;Microbial metabolism in diverse environments;Propanoate metabolism	MULTISPECIES: choline dehydrogenase	betA	betA;mpdB	MULTISPECIES: choline dehydrogenase;MULTISPECIES: GMC family oxidoreductase;GMC family oxidoreductase N-terminal domain-containing protein;choline dehydrogenase;FAD-dependent oxidoreductase;MULTISPECIES: GMC family oxidoreductase N-terminal domain-containing protein	2	shared	OG in >=2 strains
D55_vs_B55	Halomonas	osmoregulation	OG0000950	proX	Up	1.70108230105248	2.46244261114401e-08	1.85291099913342e-07	1	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	DEG_OG_edgeR.tsv strict full-module filter	K02002	map02010	ABC transporters	choline ABC transporter substrate-binding protein		proX	MULTISPECIES: ABC transporter substrate-binding protein;choline ABC transporter substrate-binding protein;MULTISPECIES: glycine betaine ABC transporter substrate-binding protein	1	single	OG in 1 strain
D55_vs_B55	Psychrobacter	osmoregulation	OG0001519	mscS	Up	1.0711423503158	4.87927965733913e-06	2.62518990014584e-05	2	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	DEG_OG_edgeR.tsv strict full-module filter	K03442			mechanosensitive ion channel family protein		mscS	mechanosensitive ion channel family protein;mechanosensitive ion channel protein MscS	1	single	OG in 1 strain
D55_vs_B55	Halomonas	osmoregulation	OG0001783	ectA	Up	2.10106384616902	4.494846368996e-09	4.95615954897191e-08	2	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	DEG_OG_edgeR.tsv strict full-module filter	K06718	map00260;map01100;map01120	Glycine;serine and threonine metabolism;Metabolic pathways;Microbial metabolism in diverse environments	MULTISPECIES: diaminobutyrate acetyltransferase	ectA	ectA	MULTISPECIES: diaminobutyrate acetyltransferase;diaminobutyrate acetyltransferase	2	shared	OG in >=2 strains
D55_vs_B55	Sphingopyxis	osmoregulation	OG0001783	ectA	Up	1.03116157485455	1.31839781125373e-06	7.92008096907571e-06	2	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	DEG_OG_edgeR.tsv strict full-module filter	K06718	map00260;map01100;map01120	Glycine;serine and threonine metabolism;Metabolic pathways;Microbial metabolism in diverse environments	MULTISPECIES: diaminobutyrate acetyltransferase	ectA	ectA	MULTISPECIES: diaminobutyrate acetyltransferase;diaminobutyrate acetyltransferase	2	shared	OG in >=2 strains
D55_vs_B55	Halomonas	osmoregulation	OG0001784	ectB	Up	1.61887168083183	5.47166150382596e-08	3.56828975891529e-07	2	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	DEG_OG_edgeR.tsv strict full-module filter	K00836	map00260;map00975;map01100;map01110;map01120;map01210;map01230	2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Biosynthesis of various siderophores;Glycine;serine and threonine metabolism;Metabolic pathways;Microbial metabolism in diverse environments	MULTISPECIES: diaminobutyrate--2-oxoglutarate transaminase	ectB	ectB	MULTISPECIES: diaminobutyrate--2-oxoglutarate transaminase;diaminobutyrate--2-oxoglutarate transaminase	2	shared	OG in >=2 strains
D55_vs_B55	Sphingopyxis	osmoregulation	OG0001784	ectB	Up	1.16876152103144	2.43431253289329e-07	1.86744914495194e-06	2	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	DEG_OG_edgeR.tsv strict full-module filter	K00836	map00260;map00975;map01100;map01110;map01120;map01210;map01230	2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Biosynthesis of various siderophores;Glycine;serine and threonine metabolism;Metabolic pathways;Microbial metabolism in diverse environments	MULTISPECIES: diaminobutyrate--2-oxoglutarate transaminase	ectB	ectB	MULTISPECIES: diaminobutyrate--2-oxoglutarate transaminase;diaminobutyrate--2-oxoglutarate transaminase	2	shared	OG in >=2 strains
D55_vs_B55	Sphingopyxis	osmoregulation	OG0001785	ectC	Up	1.07850621642585	5.10506666844084e-06	2.56667044191764e-05	2	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	DEG_OG_edgeR.tsv strict full-module filter	K06720	map00260;map01100;map01120	Glycine;serine and threonine metabolism;Metabolic pathways;Microbial metabolism in diverse environments	MULTISPECIES: ectoine synthase	ectC	ectC	MULTISPECIES: ectoine synthase;ectoine synthase	1	single	OG in 1 strain
D55_vs_B55	Halomonas	osmoregulation	OG0001896	ectD	Up	1.51845322779891	9.82753403928707e-09	9.13304267819812e-08	2	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	DEG_OG_edgeR.tsv strict full-module filter	K10674	map00260;map01100;map01120	Glycine;serine and threonine metabolism;Metabolic pathways;Microbial metabolism in diverse environments	MULTISPECIES: ectoine hydroxylase	ectD	ectD	MULTISPECIES: ectoine hydroxylase;ectoine hydroxylase	2	shared	OG in >=2 strains
D55_vs_B55	Sphingopyxis	osmoregulation	OG0001896	ectD	Up	1.20798987704533	1.27815189597682e-07	1.04967144848707e-06	2	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	DEG_OG_edgeR.tsv strict full-module filter	K10674	map00260;map01100;map01120	Glycine;serine and threonine metabolism;Metabolic pathways;Microbial metabolism in diverse environments	MULTISPECIES: ectoine hydroxylase	ectD	ectD	MULTISPECIES: ectoine hydroxylase;ectoine hydroxylase	2	shared	OG in >=2 strains
D55_vs_B55	Psychrobacter	osmoregulation	OG0002109	proV	Up	1.21109739682618	7.66335084214075e-06	3.86455448408946e-05	2	strict osmoregulation: compatible-solute synthesis/transport or mechanosensitive channel	DEG_OG_edgeR.tsv strict full-module filter	K02000	map02010	ABC transporters	MULTISPECIES: glycine betaine/L-proline ABC transporter ATP-binding protein		proV	MULTISPECIES: glycine betaine/L-proline ABC transporter ATP-binding protein;ATP-binding cassette domain-containing protein	1	single	OG in 1 strain
D55_vs_B55	Halomonas	Aerobic respiration	OG0000222	coxC	Up	1.92472517433981	1.02867542487881e-05	3.23463416903732e-05	3	strict aerobic respiration: respiratory-chain or oxidative-phosphorylation complex subunit	DEG_OG_edgeR.tsv strict full-module filter	K02276;K02299;K02164	map00190;map01100	Metabolic pathways;Oxidative phosphorylation	cytochrome c oxidase subunit 3	ctaE	coxC;cyoC;norE	MULTISPECIES: cytochrome c oxidase subunit 3;MULTISPECIES: cytochrome o ubiquinol oxidase subunit III;nitric oxide reductase;cytochrome oxidase subunit III;cytochrome o ubiquinol oxidase subunit III;cytochrome c oxidase subunit 3	2	shared	OG in >=2 strains
D55_vs_B55	Sphingopyxis	Aerobic respiration	OG0000222	coxC	Down	-1.03342503737217	4.00190138076266e-09	5.0089332147935e-08	3	strict aerobic respiration: respiratory-chain or oxidative-phosphorylation complex subunit	DEG_OG_edgeR.tsv strict full-module filter	K02276;K02299;K02164	map00190;map01100	Metabolic pathways;Oxidative phosphorylation	cytochrome c oxidase subunit 3	ctaE	coxC;cyoC;norE	MULTISPECIES: cytochrome c oxidase subunit 3;MULTISPECIES: cytochrome o ubiquinol oxidase subunit III;nitric oxide reductase;cytochrome oxidase subunit III;cytochrome o ubiquinol oxidase subunit III;cytochrome c oxidase subunit 3	2	shared	OG in >=2 strains
D55_vs_B55	Halomonas	Aerobic respiration	OG0000245	coxAC	Up	1.21178622892782	2.24934110983239e-05	6.43326911276294e-05	3	strict aerobic respiration: respiratory-chain or oxidative-phosphorylation complex subunit	DEG_OG_edgeR.tsv strict full-module filter	K02274;K02298;K15408	map00190;map01100	Metabolic pathways;Oxidative phosphorylation	cytochrome c oxidase subunit I		coxA;cyoB;coxAC	MULTISPECIES: cytochrome c oxidase subunit I;MULTISPECIES: cytochrome o ubiquinol oxidase subunit I;cytochrome c oxidase subunit I	1	single	OG in 1 strain
D55_vs_B55	Aequorivita	Aerobic respiration	OG0000558	ccoP	Down	-1.06716409508405	0.0113331783154448	0.02669876090043	4	strict aerobic respiration: respiratory-chain or oxidative-phosphorylation complex subunit	DEG_OG_edgeR.tsv strict full-module filter	K00406	map00190;map01100;map02020	Metabolic pathways;Oxidative phosphorylation;Two-component system	MULTISPECIES: cytochrome-c oxidase, cbb3-type subunit III	ccoP	ccoP	MULTISPECIES: cytochrome-c oxidase;cbb3-type subunit III;cytochrome C oxidase subunit III;cytochrome-c oxidase	4	shared	OG in >=2 strains
D55_vs_B55	Halomonas	Aerobic respiration	OG0000558	ccoP	Down	-2.73008447153156	3.0954207093713e-11	1.12780980628398e-09	4	strict aerobic respiration: respiratory-chain or oxidative-phosphorylation complex subunit	DEG_OG_edgeR.tsv strict full-module filter	K00406	map00190;map01100;map02020	Metabolic pathways;Oxidative phosphorylation;Two-component system	MULTISPECIES: cytochrome-c oxidase, cbb3-type subunit III	ccoP	ccoP	MULTISPECIES: cytochrome-c oxidase;cbb3-type subunit III;cytochrome C oxidase subunit III;cytochrome-c oxidase	4	shared	OG in >=2 strains
D55_vs_B55	Psychrobacter	Aerobic respiration	OG0000558	ccoP	Down	-1.30894440180732	9.36399399193238e-10	2.86163656393454e-08	4	strict aerobic respiration: respiratory-chain or oxidative-phosphorylation complex subunit	DEG_OG_edgeR.tsv strict full-module filter	K00406	map00190;map01100;map02020	Metabolic pathways;Oxidative phosphorylation;Two-component system	MULTISPECIES: cytochrome-c oxidase, cbb3-type subunit III	ccoP	ccoP	MULTISPECIES: cytochrome-c oxidase;cbb3-type subunit III;cytochrome C oxidase subunit III;cytochrome-c oxidase	4	shared	OG in >=2 strains
D55_vs_B55	Sphingopyxis	Aerobic respiration	OG0000558	ccoP	Down	-2.58107701163496	5.25215374229411e-06	2.63252123156705e-05	4	strict aerobic respiration: respiratory-chain or oxidative-phosphorylation complex subunit	DEG_OG_edgeR.tsv strict full-module filter	K00406	map00190;map01100;map02020	Metabolic pathways;Oxidative phosphorylation;Two-component system	MULTISPECIES: cytochrome-c oxidase, cbb3-type subunit III	ccoP	ccoP	MULTISPECIES: cytochrome-c oxidase;cbb3-type subunit III;cytochrome C oxidase subunit III;cytochrome-c oxidase	4	shared	OG in >=2 strains
D55_vs_B55	Aequorivita	Aerobic respiration	OG0000559	ccoNO	Down	-1.30325936177743	0.0121210642737363	0.0281853952982629	4	strict aerobic respiration: respiratory-chain or oxidative-phosphorylation complex subunit	DEG_OG_edgeR.tsv strict full-module filter	K00404;K15862	map00190;map01100;map02020	Metabolic pathways;Oxidative phosphorylation;Two-component system	cytochrome C oxidase Cbb3	ccoN	ccoN;ccoNO	MULTISPECIES: cytochrome-c oxidase;cbb3-type subunit I;cytochrome C oxidase Cbb3;cytochrome-c oxidase	4	shared	OG in >=2 strains
D55_vs_B55	Halomonas	Aerobic respiration	OG0000559	ccoNO	Down	-2.28785717718092	2.93088496751746e-09	3.5086880039709e-08	4	strict aerobic respiration: respiratory-chain or oxidative-phosphorylation complex subunit	DEG_OG_edgeR.tsv strict full-module filter	K00404;K15862	map00190;map01100;map02020	Metabolic pathways;Oxidative phosphorylation;Two-component system	cytochrome C oxidase Cbb3	ccoN	ccoN;ccoNO	MULTISPECIES: cytochrome-c oxidase;cbb3-type subunit I;cytochrome C oxidase Cbb3;cytochrome-c oxidase	4	shared	OG in >=2 strains
D55_vs_B55	Psychrobacter	Aerobic respiration	OG0000559	ccoNO	Down	-1.14642595671133	4.00107220970389e-10	1.47526623974256e-08	4	strict aerobic respiration: respiratory-chain or oxidative-phosphorylation complex subunit	DEG_OG_edgeR.tsv strict full-module filter	K00404;K15862	map00190;map01100;map02020	Metabolic pathways;Oxidative phosphorylation;Two-component system	cytochrome C oxidase Cbb3	ccoN	ccoN;ccoNO	MULTISPECIES: cytochrome-c oxidase;cbb3-type subunit I;cytochrome C oxidase Cbb3;cytochrome-c oxidase	4	shared	OG in >=2 strains
D55_vs_B55	Sphingopyxis	Aerobic respiration	OG0000559	ccoNO	Down	-3.50536695653195	1.96070356548367e-08	2.0023685162502e-07	4	strict aerobic respiration: respiratory-chain or oxidative-phosphorylation complex subunit	DEG_OG_edgeR.tsv strict full-module filter	K00404;K15862	map00190;map01100;map02020	Metabolic pathways;Oxidative phosphorylation;Two-component system	cytochrome C oxidase Cbb3	ccoN	ccoN;ccoNO	MULTISPECIES: cytochrome-c oxidase;cbb3-type subunit I;cytochrome C oxidase Cbb3;cytochrome-c oxidase	4	shared	OG in >=2 strains
D55_vs_B55	Halomonas	Aerobic respiration	OG0000679	coxB	Up	3.23700346237228	4.47886722877479e-10	9.50200186762855e-09	3	strict aerobic respiration: respiratory-chain or oxidative-phosphorylation complex subunit	DEG_OG_edgeR.tsv strict full-module filter	K02275	map00190;map01100	Metabolic pathways;Oxidative phosphorylation	MULTISPECIES: cytochrome c oxidase subunit II	coxB	coxB	MULTISPECIES: cytochrome c oxidase subunit II;cytochrome C oxidase subunit II;cytochrome c oxidase subunit II	1	single	OG in 1 strain
D55_vs_B55	Aequorivita	Aerobic respiration	OG0000721	atpG	Down	-1.41142770709442	5.06238923934063e-06	5.73737447125272e-05	4	strict aerobic respiration: respiratory-chain or oxidative-phosphorylation complex subunit	DEG_OG_edgeR.tsv strict full-module filter	K02115	map00190;map00195;map01100	Metabolic pathways;Oxidative phosphorylation;Photosynthesis	MULTISPECIES: F0F1 ATP synthase subunit gamma	atpG	atpG	MULTISPECIES: F0F1 ATP synthase subunit gamma;ATP synthase F1 subunit gamma;F0F1 ATP synthase subunit gamma	3	shared	OG in >=2 strains
D55_vs_B55	Halomonas	Aerobic respiration	OG0000721	atpG	Down	-2.43416849395075	2.78621742723828e-09	3.48485105078459e-08	4	strict aerobic respiration: respiratory-chain or oxidative-phosphorylation complex subunit	DEG_OG_edgeR.tsv strict full-module filter	K02115	map00190;map00195;map01100	Metabolic pathways;Oxidative phosphorylation;Photosynthesis	MULTISPECIES: F0F1 ATP synthase subunit gamma	atpG	atpG	MULTISPECIES: F0F1 ATP synthase subunit gamma;ATP synthase F1 subunit gamma;F0F1 ATP synthase subunit gamma	3	shared	OG in >=2 strains
D55_vs_B55	Psychrobacter	Aerobic respiration	OG0000721	atpG	Down	-1.55127900714693	3.00791471636509e-05	0.0001193790567949	4	strict aerobic respiration: respiratory-chain or oxidative-phosphorylation complex subunit	DEG_OG_edgeR.tsv strict full-module filter	K02115	map00190;map00195;map01100	Metabolic pathways;Oxidative phosphorylation;Photosynthesis	MULTISPECIES: F0F1 ATP synthase subunit gamma	atpG	atpG	MULTISPECIES: F0F1 ATP synthase subunit gamma;ATP synthase F1 subunit gamma;F0F1 ATP synthase subunit gamma	3	shared	OG in >=2 strains
D55_vs_B55	Aequorivita	Aerobic respiration	OG0000722	atpA	Down	-1.42024251295304	3.43799633918082e-06	4.19902853853347e-05	4	strict aerobic respiration: respiratory-chain or oxidative-phosphorylation complex subunit	DEG_OG_edgeR.tsv strict full-module filter	K02111	map00190;map00195;map01100	Metabolic pathways;Oxidative phosphorylation;Photosynthesis	F0F1 ATP synthase subunit alpha	atpA	atpA	F0F1 ATP synthase subunit alpha;MULTISPECIES: F0F1 ATP synthase subunit alpha	3	shared	OG in >=2 strains
D55_vs_B55	Halomonas	Aerobic respiration	OG0000722	atpA	Down	-2.0118527135698	2.48813351620118e-09	3.18329142988793e-08	4	strict aerobic respiration: respiratory-chain or oxidative-phosphorylation complex subunit	DEG_OG_edgeR.tsv strict full-module filter	K02111	map00190;map00195;map01100	Metabolic pathways;Oxidative phosphorylation;Photosynthesis	F0F1 ATP synthase subunit alpha	atpA	atpA	F0F1 ATP synthase subunit alpha;MULTISPECIES: F0F1 ATP synthase subunit alpha	3	shared	OG in >=2 strains
D55_vs_B55	Psychrobacter	Aerobic respiration	OG0000722	atpA	Down	-1.24675617613688	9.2876433464348e-06	4.54856379274115e-05	4	strict aerobic respiration: respiratory-chain or oxidative-phosphorylation complex subunit	DEG_OG_edgeR.tsv strict full-module filter	K02111	map00190;map00195;map01100	Metabolic pathways;Oxidative phosphorylation;Photosynthesis	F0F1 ATP synthase subunit alpha	atpA	atpA	F0F1 ATP synthase subunit alpha;MULTISPECIES: F0F1 ATP synthase subunit alpha	3	shared	OG in >=2 strains
D55_vs_B55	Aequorivita	Aerobic respiration	OG0000723	atpH	Down	-1.31200100721381	2.86692386884105e-07	6.55743677636735e-06	4	strict aerobic respiration: respiratory-chain or oxidative-phosphorylation complex subunit	DEG_OG_edgeR.tsv strict full-module filter	K02113	map00190;map00195;map01100	Metabolic pathways;Oxidative phosphorylation;Photosynthesis	F0F1 ATP synthase subunit delta	atpH	atpH	MULTISPECIES: F0F1 ATP synthase subunit delta;F0F1 ATP synthase subunit delta;ATP synthase F1 subunit delta	3	shared	OG in >=2 strains
