contrast	strain	module	orthogroup_id	gene_label	direction	logFC	pvalue	FDR	n_DEG_strains_raw	strict_function_evidence	source_table	ko_terms	pathway_ids	pathway_names	representative_product	representative_Preferred_name	member_gene_symbols	member_products	n_DEG_strains	sharing	sharing_label
D55_vs_D0	Halomonas	membrane maintenance	OG0000493	lolD	Up	1.5789037417354	1.44607387113392e-10	2.6929108978005e-09	4	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	DEG_OG_edgeR.tsv strict full-module filter	K02003;K09810	map02010	ABC transporters	MULTISPECIES: lipoprotein-releasing ABC transporter ATP-binding protein LolD	lolD	lolD	MULTISPECIES: ATP-binding cassette domain-containing protein;MULTISPECIES: lipoprotein-releasing ABC transporter ATP-binding protein LolD;lipoprotein-releasing system ATP-binding protein LolD;ABC transporter ATP-binding protein	1	single	OG in 1 strain
D55_vs_D0	Halomonas	membrane maintenance	OG0000942	tolR	Up	2.11509001238091	2.91176146695239e-09	3.29737312068393e-08	3	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	DEG_OG_edgeR.tsv strict full-module filter	K03559;K03560			MULTISPECIES: protein TolR	tolR	tolR;exbD	MULTISPECIES: protein TolR;MULTISPECIES: biopolymer transporter ExbD;ExbD/TolR family protein	1	single	OG in 1 strain
D55_vs_D0	Halomonas	membrane maintenance	OG0000943	tolB	Up	1.52999668444497	5.83150591349637e-10	8.96660909267882e-09	3	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	DEG_OG_edgeR.tsv strict full-module filter	K03641			PD40 domain-containing protein	tolB	tolB	Tol-Pal system beta propeller repeat protein TolB;PD40 domain-containing protein	2	shared	OG in >=2 strains
D55_vs_D0	Sphingopyxis	membrane maintenance	OG0000943	tolB	Down	-1.97315394034216	7.9434048056133e-14	8.42826198205983e-13	3	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	DEG_OG_edgeR.tsv strict full-module filter	K03641			PD40 domain-containing protein	tolB	tolB	Tol-Pal system beta propeller repeat protein TolB;PD40 domain-containing protein	2	shared	OG in >=2 strains
D55_vs_D0	Halomonas	membrane maintenance	OG0001231	tamA	Down	-1.05358089165379	1.96840326164687e-06	9.3457333329183e-06	3	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	DEG_OG_edgeR.tsv strict full-module filter	K07278			BamA/TamA family outer membrane protein	ytfM	tamA	MULTISPECIES: autotransporter assembly complex family protein;BamA/TamA family outer membrane protein;autotransporter secretion outer membrane protein TamA	1	single	OG in 1 strain
D55_vs_D0	Halomonas	membrane maintenance	OG0001247	bamB	Up	1.00368042534314	5.75058578134651e-06	2.43383378018605e-05	3	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	DEG_OG_edgeR.tsv strict full-module filter	K17713			PQQ-binding-like beta-propeller repeat protein		bamB	outer membrane protein assembly factor BamB;MULTISPECIES: outer membrane protein assembly factor BamB;PQQ-binding-like beta-propeller repeat protein	2	shared	OG in >=2 strains
D55_vs_D0	Psychrobacter	membrane maintenance	OG0001247	bamB	Up	1.52931939577337	2.30571173755715e-06	2.09709972320674e-05	3	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	DEG_OG_edgeR.tsv strict full-module filter	K17713			PQQ-binding-like beta-propeller repeat protein		bamB	outer membrane protein assembly factor BamB;MULTISPECIES: outer membrane protein assembly factor BamB;PQQ-binding-like beta-propeller repeat protein	2	shared	OG in >=2 strains
D55_vs_D0	Halomonas	membrane maintenance	OG0001336	pgpA	Up	1.00177872455625	1.1732435581753e-05	4.43872732167451e-05	2	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	DEG_OG_edgeR.tsv strict full-module filter	K01095	map00564;map01100	Glycerophospholipid metabolism;Metabolic pathways	MULTISPECIES: phosphatidylglycerophosphatase A	pgpA	pgpA	MULTISPECIES: phosphatidylglycerophosphatase A	2	shared	OG in >=2 strains
D55_vs_D0	Psychrobacter	membrane maintenance	OG0001336	pgpA	Up	1.02360728657794	3.64707580443449e-05	0.0001895487016726	2	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	DEG_OG_edgeR.tsv strict full-module filter	K01095	map00564;map01100	Glycerophospholipid metabolism;Metabolic pathways	MULTISPECIES: phosphatidylglycerophosphatase A	pgpA	pgpA	MULTISPECIES: phosphatidylglycerophosphatase A	2	shared	OG in >=2 strains
D55_vs_D0	Aequorivita	membrane maintenance	OG0001513	TC.OOP	Down	-1.31777855969341	2.80748773586419e-07	5.11857908944514e-06	2	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	DEG_OG_edgeR.tsv strict full-module filter	K03286;K03640			cell envelope biogenesis protein OmpA			MULTISPECIES: OmpA family protein;cell envelope biogenesis protein OmpA	1	single	OG in 1 strain
D55_vs_D0	Halomonas	membrane maintenance	OG0001862	lolA	Up	2.95774024916266	2.69653722929739e-15	1.50646546543414e-12	2	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	DEG_OG_edgeR.tsv strict full-module filter	K03634			outer membrane lipoprotein chaperone LolA	lolA	lolA	MULTISPECIES: outer membrane lipoprotein chaperone LolA;outer membrane lipoprotein chaperone LolA	1	single	OG in 1 strain
D55_vs_D0	Sphingopyxis	membrane maintenance	OG0002096	plsY	Up	1.15994018810524	5.22807396078347e-12	2.99742907084919e-11	2	strict membrane maintenance: Tol-Pal/envelope integrity, lipid synthesis/modification, or OM protein/lipoprotein assembly	DEG_OG_edgeR.tsv strict full-module filter	K08591	map00561;map00564;map01100;map01110	Biosynthesis of secondary metabolites;Glycerolipid metabolism;Glycerophospholipid metabolism;Metabolic pathways	MULTISPECIES: glycerol-3-phosphate 1-O-acyltransferase PlsY	plsY	plsY	MULTISPECIES: glycerol-3-phosphate 1-O-acyltransferase PlsY;glycerol-3-phosphate 1-O-acyltransferase PlsY	1	single	OG in 1 strain
D55_vs_D0	Aequorivita	ROS removal	OG0000341	prx	Down	-1.15797345951245	0.0003372615941839	0.0013775165113096	4	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	DEG_OG_edgeR.tsv strict full-module filter	K24158;K03386	map04214	Apoptosis - fly	MULTISPECIES: peroxiredoxin		prx;ahpC	MULTISPECIES: peroxiredoxin;peroxiredoxin	3	shared	OG in >=2 strains
D55_vs_D0	Halomonas	ROS removal	OG0000341	prx	Up	2.19224351418245	2.25031974208989e-11	6.28589314623777e-10	4	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	DEG_OG_edgeR.tsv strict full-module filter	K24158;K03386	map04214	Apoptosis - fly	MULTISPECIES: peroxiredoxin		prx;ahpC	MULTISPECIES: peroxiredoxin;peroxiredoxin	3	shared	OG in >=2 strains
D55_vs_D0	Sphingopyxis	ROS removal	OG0000341	prx	Down	-1.02776486502151	2.64171947845915e-08	6.89547863866176e-08	4	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	DEG_OG_edgeR.tsv strict full-module filter	K24158;K03386	map04214	Apoptosis - fly	MULTISPECIES: peroxiredoxin		prx;ahpC	MULTISPECIES: peroxiredoxin;peroxiredoxin	3	shared	OG in >=2 strains
D55_vs_D0	Aequorivita	ROS removal	OG0000349	osmC	Down	-1.22052205625136	1.18930123401497e-06	1.48132767563448e-05	4	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	DEG_OG_edgeR.tsv strict full-module filter	K04063			organic hydroperoxide resistance protein	ohr	osmC	MULTISPECIES: OsmC family protein;MULTISPECIES: organic hydroperoxide resistance protein;organic hydroperoxide resistance protein;Ohr family peroxiredoxin;OsmC family protein	2	shared	OG in >=2 strains
D55_vs_D0	Psychrobacter	ROS removal	OG0000349	osmC	Down	-1.10926901383074	2.12808333064461e-05	0.0001186755959571	4	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	DEG_OG_edgeR.tsv strict full-module filter	K04063			organic hydroperoxide resistance protein	ohr	osmC	MULTISPECIES: OsmC family protein;MULTISPECIES: organic hydroperoxide resistance protein;organic hydroperoxide resistance protein;Ohr family peroxiredoxin;OsmC family protein	2	shared	OG in >=2 strains
D55_vs_D0	Aequorivita	ROS removal	OG0000365	sodC	Down	-1.53835099929148	9.0395496074812e-08	2.48079446604346e-06	4	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	DEG_OG_edgeR.tsv strict full-module filter	K04565	map04146;map04213;map05012;map05014;map05016;map05020;map05022;map05208	Amyotrophic lateral sclerosis;Chemical carcinogenesis - reactive oxygen species;Huntington disease;Longevity regulating pathway - multiple species;Parkinson disease;Pathways of neurodegeneration - multiple diseases;Peroxisome;Prion disease	MULTISPECIES: superoxide dismutase family protein	sodC		MULTISPECIES: superoxide dismutase family protein;superoxide dismutase;Superoxide dismutase;superoxide dismutase family protein	3	shared	OG in >=2 strains
D55_vs_D0	Halomonas	ROS removal	OG0000365	sodC	Up	1.88239033484486	2.98054339707225e-07	1.84331761383509e-06	4	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	DEG_OG_edgeR.tsv strict full-module filter	K04565	map04146;map04213;map05012;map05014;map05016;map05020;map05022;map05208	Amyotrophic lateral sclerosis;Chemical carcinogenesis - reactive oxygen species;Huntington disease;Longevity regulating pathway - multiple species;Parkinson disease;Pathways of neurodegeneration - multiple diseases;Peroxisome;Prion disease	MULTISPECIES: superoxide dismutase family protein	sodC		MULTISPECIES: superoxide dismutase family protein;superoxide dismutase;Superoxide dismutase;superoxide dismutase family protein	3	shared	OG in >=2 strains
D55_vs_D0	Psychrobacter	ROS removal	OG0000365	sodC	Down	-1.61205255734005	3.41776797369858e-08	7.63477510661401e-07	4	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	DEG_OG_edgeR.tsv strict full-module filter	K04565	map04146;map04213;map05012;map05014;map05016;map05020;map05022;map05208	Amyotrophic lateral sclerosis;Chemical carcinogenesis - reactive oxygen species;Huntington disease;Longevity regulating pathway - multiple species;Parkinson disease;Pathways of neurodegeneration - multiple diseases;Peroxisome;Prion disease	MULTISPECIES: superoxide dismutase family protein	sodC		MULTISPECIES: superoxide dismutase family protein;superoxide dismutase;Superoxide dismutase;superoxide dismutase family protein	3	shared	OG in >=2 strains
D55_vs_D0	Halomonas	ROS removal	OG0000624	ahpC	Up	1.13288936563422	1.1212496681992e-05	4.2961200927943e-05	4	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	DEG_OG_edgeR.tsv strict full-module filter	K24119			alkyl hydroperoxide reductase	ahpC	ahpC	MULTISPECIES: alkyl hydroperoxide reductase subunit C;alkyl hydroperoxide reductase;alkyl hydroperoxide reductase subunit C	2	shared	OG in >=2 strains
D55_vs_D0	Sphingopyxis	ROS removal	OG0000624	ahpC	Up	5.57925847170088	1.31268742044372e-15	2.64806326543831e-14	4	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	DEG_OG_edgeR.tsv strict full-module filter	K24119			alkyl hydroperoxide reductase	ahpC	ahpC	MULTISPECIES: alkyl hydroperoxide reductase subunit C;alkyl hydroperoxide reductase;alkyl hydroperoxide reductase subunit C	2	shared	OG in >=2 strains
D55_vs_D0	Halomonas	ROS removal	OG0000745	sodB	Up	2.57467814753377	6.35024828713905e-11	1.36448924733911e-09	4	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	DEG_OG_edgeR.tsv strict full-module filter	K04564	map04013;map04068;map04146;map04211;map04212;map04213;map05016;map05208;map05417	Chemical carcinogenesis - reactive oxygen species;FoxO signaling pathway;Huntington disease;Lipid and atherosclerosis;Longevity regulating pathway;Longevity regulating pathway - multiple species;Longevity regulating pathway - worm;MAPK signaling pathway - fly;Peroxisome	MULTISPECIES: superoxide dismutase	sodB		MULTISPECIES: superoxide dismutase;superoxide dismutase	2	shared	OG in >=2 strains
D55_vs_D0	Sphingopyxis	ROS removal	OG0000745	sodB	Up	1.2788467699783	4.39193290778415e-09	1.29072272865455e-08	4	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	DEG_OG_edgeR.tsv strict full-module filter	K04564	map04013;map04068;map04146;map04211;map04212;map04213;map05016;map05208;map05417	Chemical carcinogenesis - reactive oxygen species;FoxO signaling pathway;Huntington disease;Lipid and atherosclerosis;Longevity regulating pathway;Longevity regulating pathway - multiple species;Longevity regulating pathway - worm;MAPK signaling pathway - fly;Peroxisome	MULTISPECIES: superoxide dismutase	sodB		MULTISPECIES: superoxide dismutase;superoxide dismutase	2	shared	OG in >=2 strains
D55_vs_D0	Aequorivita	ROS removal	OG0000834	katG	Down	-3.59336250870869	2.17478917272536e-11	1.36794238964425e-08	4	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	DEG_OG_edgeR.tsv strict full-module filter	K03782	map00360;map00380;map00940;map00983;map01100;map01110	Biosynthesis of secondary metabolites;Drug metabolism - other enzymes;Metabolic pathways;Phenylalanine metabolism;Phenylpropanoid biosynthesis;Tryptophan metabolism	catalase	katG	katG	catalase/peroxidase HPI;catalase	4	shared	OG in >=2 strains
D55_vs_D0	Halomonas	ROS removal	OG0000834	katG	Up	2.90919613602116	1.34067209847411e-12	8.35060051417556e-11	4	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	DEG_OG_edgeR.tsv strict full-module filter	K03782	map00360;map00380;map00940;map00983;map01100;map01110	Biosynthesis of secondary metabolites;Drug metabolism - other enzymes;Metabolic pathways;Phenylalanine metabolism;Phenylpropanoid biosynthesis;Tryptophan metabolism	catalase	katG	katG	catalase/peroxidase HPI;catalase	4	shared	OG in >=2 strains
D55_vs_D0	Psychrobacter	ROS removal	OG0000834	katG	Down	-2.61720870036223	9.46011981414787e-06	6.17737738291365e-05	4	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	DEG_OG_edgeR.tsv strict full-module filter	K03782	map00360;map00380;map00940;map00983;map01100;map01110	Biosynthesis of secondary metabolites;Drug metabolism - other enzymes;Metabolic pathways;Phenylalanine metabolism;Phenylpropanoid biosynthesis;Tryptophan metabolism	catalase	katG	katG	catalase/peroxidase HPI;catalase	4	shared	OG in >=2 strains
D55_vs_D0	Sphingopyxis	ROS removal	OG0000834	katG	Up	1.29549587432752	2.55921989795763e-07	5.72060918367001e-07	4	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	DEG_OG_edgeR.tsv strict full-module filter	K03782	map00360;map00380;map00940;map00983;map01100;map01110	Biosynthesis of secondary metabolites;Drug metabolism - other enzymes;Metabolic pathways;Phenylalanine metabolism;Phenylpropanoid biosynthesis;Tryptophan metabolism	catalase	katG	katG	catalase/peroxidase HPI;catalase	4	shared	OG in >=2 strains
D55_vs_D0	Halomonas	ROS removal	OG0001394	ahpF	Up	1.98178591886171	2.13685036652016e-11	6.17476071428928e-10	3	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	DEG_OG_edgeR.tsv strict full-module filter	K03387			MULTISPECIES: alkyl hydroperoxide reductase subunit F	ahpF	ahpF	MULTISPECIES: alkyl hydroperoxide reductase subunit F;alkyl hydroperoxide reductase subunit F	3	shared	OG in >=2 strains
D55_vs_D0	Psychrobacter	ROS removal	OG0001394	ahpF	Down	-3.18208684726545	1.4984160174417e-07	2.51186359460058e-06	3	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	DEG_OG_edgeR.tsv strict full-module filter	K03387			MULTISPECIES: alkyl hydroperoxide reductase subunit F	ahpF	ahpF	MULTISPECIES: alkyl hydroperoxide reductase subunit F;alkyl hydroperoxide reductase subunit F	3	shared	OG in >=2 strains
D55_vs_D0	Sphingopyxis	ROS removal	OG0001394	ahpF	Up	5.9370722280952	2.33943524885776e-18	2.54842479775572e-16	3	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	DEG_OG_edgeR.tsv strict full-module filter	K03387			MULTISPECIES: alkyl hydroperoxide reductase subunit F	ahpF	ahpF	MULTISPECIES: alkyl hydroperoxide reductase subunit F;alkyl hydroperoxide reductase subunit F	3	shared	OG in >=2 strains
D55_vs_D0	Halomonas	ROS removal	OG0001854	katE	Up	2.83798242136643	5.16782227090441e-10	8.09464497760354e-09	2	strict ROS removal: catalase/SOD/Ahp/peroxiredoxin/OsmC-Ohr/Bcp/BtuE/Tpx direct detoxification enzyme	DEG_OG_edgeR.tsv strict full-module filter	K03781	map00380;map00630;map01100;map01110;map01200;map04011;map04016;map04068;map04146;map04211;map04212;map04213;map05014;map05022;map05208	Amyotrophic lateral sclerosis;Biosynthesis of secondary metabolites;Carbon metabolism;Chemical carcinogenesis - reactive oxygen species;FoxO signaling pathway;Glyoxylate and dicarboxylate metabolism;Longevity regulating pathway;Longevity regulating pathway - multiple species;Longevity regulating pathway - worm;MAPK signaling pathway - plant;MAPK signaling pathway - yeast;Metabolic pathways;Pathways of neurodegeneration - multiple diseases;Peroxisome;Tryptophan metabolism	catalase	katE	katE	MULTISPECIES: catalase;catalase	1	single	OG in 1 strain
D55_vs_D0	Halomonas	Flagellar assembly	OG0000235	rpoD	Up	2.20285390265828	1.6071308825064e-12	9.61982628243118e-11	4	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	DEG_OG_edgeR.tsv strict full-module filter	K03086;K03087	map02040;map02026;map05111	Flagellar assembly;Biofilm formation - Escherichia coli;Biofilm formation - Vibrio cholerae	RNA polymerase sigma factor RpoD	rpoD	rpoD;rpoS	RNA polymerase sigma factor RpoD;RNA polymerase sigma factor RpoS;MULTISPECIES: RNA polymerase sigma factor RpoD/SigA;MULTISPECIES: sigma-70 family RNA polymerase sigma factor	1	single	OG in 1 strain
D55_vs_D0	Sphingopyxis	Flagellar assembly	OG0000483	ntrX	Down	-1.58670841269073	1.5828385781788e-14	2.06908658939533e-13	2	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	DEG_OG_edgeR.tsv strict full-module filter	K10941;K13599	map02020;map02025;map02040;map05111	Biofilm formation - Pseudomonas aeruginosa;Biofilm formation - Vibrio cholerae;Flagellar assembly;Two-component system	sigma-54 dependent transcriptional regulator	ntrX	ntrX;flrA;zraR	response regulator;sigma-54 dependent transcriptional regulator	1	single	OG in 1 strain
D55_vs_D0	Aequorivita	Flagellar assembly	OG0000570	motB	Down	-1.34346930244404	3.83034392075836e-06	3.56931307578816e-05	2	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	DEG_OG_edgeR.tsv strict full-module filter	K02557	map02030;map02040	Bacterial chemotaxis;Flagellar assembly	cell envelope biogenesis protein OmpA		motB	MULTISPECIES: OmpA family protein;OmpA family protein;hypothetical protein;cell envelope biogenesis protein OmpA	1	single	OG in 1 strain
D55_vs_D0	Halomonas	Flagellar assembly	OG0001285	fliC	Down	-3.78674074722622	6.86596072755577e-14	1.16863687330127e-11	2	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	DEG_OG_edgeR.tsv strict full-module filter	K02406	map02020;map02040;map04621;map04626;map05131;map05132;map05134	Flagellar assembly;Legionellosis;NOD-like receptor signaling pathway;Plant-pathogen interaction;Salmonella infection;Shigellosis;Two-component system	flagellin FliC	fliC	fliC	MULTISPECIES: flagellin;flagellin FliC;flagellin	2	shared	OG in >=2 strains
D55_vs_D0	Sphingopyxis	Flagellar assembly	OG0001285	fliC	Down	-3.74837230267049	4.38214035882207e-17	2.10184902675464e-15	2	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	DEG_OG_edgeR.tsv strict full-module filter	K02406	map02020;map02040;map04621;map04626;map05131;map05132;map05134	Flagellar assembly;Legionellosis;NOD-like receptor signaling pathway;Plant-pathogen interaction;Salmonella infection;Shigellosis;Two-component system	flagellin FliC	fliC	fliC	MULTISPECIES: flagellin;flagellin FliC;flagellin	2	shared	OG in >=2 strains
D55_vs_D0	Halomonas	Flagellar assembly	OG0001347	fliD	Down	-1.23196066772766	4.54065373517918e-09	4.81654155706349e-08	2	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	DEG_OG_edgeR.tsv strict full-module filter	K02407	map02040	Flagellar assembly	flagellar hook protein		fliD	flagellar filament capping protein FliD;flagellar hook protein	2	shared	OG in >=2 strains
D55_vs_D0	Sphingopyxis	Flagellar assembly	OG0001347	fliD	Down	-3.17267262404929	3.37908036969356e-13	2.95262958506913e-12	2	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	DEG_OG_edgeR.tsv strict full-module filter	K02407	map02040	Flagellar assembly	flagellar hook protein		fliD	flagellar filament capping protein FliD;flagellar hook protein	2	shared	OG in >=2 strains
D55_vs_D0	Sphingopyxis	Flagellar assembly	OG0001366	motA	Down	-1.90949808298561	1.35699241305943e-08	3.71411323775395e-08	2	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	DEG_OG_edgeR.tsv strict full-module filter	K02556	map02020;map02030;map02040	Bacterial chemotaxis;Flagellar assembly;Two-component system	MULTISPECIES: flagellar motor stator protein MotA	motA	motA	MULTISPECIES: MotA/TolQ/ExbB proton channel family protein;MULTISPECIES: flagellar motor stator protein MotA;flagellar motor stator protein MotA	1	single	OG in 1 strain
D55_vs_D0	Halomonas	Flagellar assembly	OG0001722	flgJ	Down	-1.04730330020471	0.0001432487813152	0.0003884869862205	2	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	DEG_OG_edgeR.tsv strict full-module filter	K02395	map02040	Flagellar assembly	MULTISPECIES: flagellar assembly peptidoglycan hydrolase FlgJ	flgJ	flgJ;sadA	MULTISPECIES: flagellar assembly peptidoglycan hydrolase FlgJ;N-acetylmuramidase	1	single	OG in 1 strain
D55_vs_D0	Sphingopyxis	Flagellar assembly	OG0001987	fliA	Down	-1.7330577935581	8.41612646050857e-05	0.0001349553546268	2	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	DEG_OG_edgeR.tsv strict full-module filter	K02405	map02020;map02025;map02026;map02040;map05111	Biofilm formation - Escherichia coli;Biofilm formation - Pseudomonas aeruginosa;Biofilm formation - Vibrio cholerae;Flagellar assembly;Two-component system	MULTISPECIES: RNA polymerase sigma factor FliA	fliA	fliA	MULTISPECIES: RNA polymerase sigma factor FliA;FliA/WhiG family RNA polymerase sigma factor	1	single	OG in 1 strain
D55_vs_D0	Sphingopyxis	Flagellar assembly	OG0001988	flhA	Down	-1.70212951873661	5.78932480462848e-08	1.44423766881877e-07	2	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	DEG_OG_edgeR.tsv strict full-module filter	K02400	map02040	Flagellar assembly	MULTISPECIES: flagellar biosynthesis protein FlhA	flhA	flhA	MULTISPECIES: flagellar biosynthesis protein FlhA;flagellar biosynthesis protein FlhA	1	single	OG in 1 strain
D55_vs_D0	Halomonas	Flagellar assembly	OG0001991	motB	Down	-1.29071649831876	5.4470467905369e-06	2.31120263821262e-05	2	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	DEG_OG_edgeR.tsv strict full-module filter	K02557	map02030;map02040	Bacterial chemotaxis;Flagellar assembly	MULTISPECIES: flagellar motor protein MotB	motB	motB	MULTISPECIES: flagellar motor protein MotB;flagellar motor protein MotB	2	shared	OG in >=2 strains
D55_vs_D0	Sphingopyxis	Flagellar assembly	OG0001991	motB	Down	-1.45690458983996	2.26562180157428e-07	5.14170281079496e-07	2	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	DEG_OG_edgeR.tsv strict full-module filter	K02557	map02030;map02040	Bacterial chemotaxis;Flagellar assembly	MULTISPECIES: flagellar motor protein MotB	motB	motB	MULTISPECIES: flagellar motor protein MotB;flagellar motor protein MotB	2	shared	OG in >=2 strains
D55_vs_D0	Halomonas	Flagellar assembly	OG0001992	fliS	Down	-2.32808029659717	6.53692028907536e-11	1.3868200512013e-09	2	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	DEG_OG_edgeR.tsv strict full-module filter	K02422	map02040	Flagellar assembly	MULTISPECIES: flagellar export chaperone FliS		fliS	MULTISPECIES: flagellar export chaperone FliS;flagellar protein FliS	2	shared	OG in >=2 strains
D55_vs_D0	Sphingopyxis	Flagellar assembly	OG0001992	fliS	Down	-1.58451618050991	2.93341292517699e-06	5.74035535298108e-06	2	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	DEG_OG_edgeR.tsv strict full-module filter	K02422	map02040	Flagellar assembly	MULTISPECIES: flagellar export chaperone FliS		fliS	MULTISPECIES: flagellar export chaperone FliS;flagellar protein FliS	2	shared	OG in >=2 strains
D55_vs_D0	Halomonas	Flagellar assembly	OG0001994	fliE	Down	-3.69729295094221	3.13362430752442e-10	5.25195433941092e-09	2	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	DEG_OG_edgeR.tsv strict full-module filter	K02408	map02040	Flagellar assembly	flagellar hook-basal body complex protein FliE	fliE	fliE	flagellar hook-basal body complex protein FliE	2	shared	OG in >=2 strains
D55_vs_D0	Sphingopyxis	Flagellar assembly	OG0001994	fliE	Up	2.16728036826987	8.91878372597625e-07	1.87317385710093e-06	2	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	DEG_OG_edgeR.tsv strict full-module filter	K02408	map02040	Flagellar assembly	flagellar hook-basal body complex protein FliE	fliE	fliE	flagellar hook-basal body complex protein FliE	2	shared	OG in >=2 strains
D55_vs_D0	Halomonas	Flagellar assembly	OG0001995	fliF	Down	-2.9566513740088	1.09752819675568e-13	1.41496712135578e-11	2	strict flagellar assembly: flagellar structural, motor, basal-body, hook, or export component	DEG_OG_edgeR.tsv strict full-module filter	K02409	map02040	Flagellar assembly	MULTISPECIES: flagellar basal-body MS-ring/collar protein FliF	fliF	fliF	MULTISPECIES: flagellar basal-body MS-ring/collar protein FliF;flagellar basal-body MS-ring/collar protein FliF	1	single	OG in 1 strain
