orthofinder_orthogroup,strain,contrast,logFC,FDR,OG_gene_symbol,representative_product,ko_terms,pathway_names,cog_category_names,min_FDR,max_abs_logFC
OG0000911,Sphingopyxis,D55_vs_D0,2.05132357017379,1.30502604411163e-13,tgt,MULTISPECIES: tRNA guanosine(34) transglycosylase Tgt,K00773,,J: Translation;ribosomal structure and biogenesis;F: Nucleotide transport and metabolism,1.30502604411163e-13,2.05132357017379
OG0000087,Sphingopyxis,D55_vs_D0,-2.82407496921396,1.30612207181253e-13,crtN,FAD-dependent oxidoreductase,K26064;K00285;K03333;K09516,Lysine degradation;Metabolic pathways;Microbial metabolism in diverse environments;D-Amino acid metabolism;Phenylalanine metabolism;Steroid degradation;Retinol metabolism,E: Amino acid transport and metabolism;C: Energy production and conversion;Q: Secondary metabolites biosynthesis;transport and catabolism;H: Coenzyme transport and metabolism,1.30612207181253e-13,2.82407496921396
OG0001155,Sphingopyxis,D55_vs_D0,-1.60220907579203,1.33608092916552e-13,ypfJ,neutral zinc metallopeptidase,K07054,,S: Function unknown,1.33608092916552e-13,1.60220907579203
OG0001000,Sphingopyxis,D55_vs_D0,2.5889908119344,1.33853872421565e-13,gene3436,Toprim domain-containing protein,,,S: Function unknown,1.33853872421565e-13,2.5889908119344
OG0001387,Sphingopyxis,D55_vs_D0,2.18924856278942,1.33853872421565e-13,queC,preQ(0) biosynthesis protein QueC,K06920,Folate biosynthesis;Metabolic pathways,F: Nucleotide transport and metabolism,1.33853872421565e-13,2.18924856278942
OG0000866,Sphingopyxis,D55_vs_D0,3.15037713001214,1.43661881502199e-13,rplL,MULTISPECIES: 50S ribosomal protein L7/L12,K02935,Ribosome,J: Translation;ribosomal structure and biogenesis,1.43661881502199e-13,3.15037713001214
OG0000704,Sphingopyxis,D55_vs_D0,1.96045993800189,1.5473802837953e-13,smf,DNA-processing protein DprA,K04096,,L: Replication;recombination and repair;U: Intracellular trafficking;secretion;and vesicular transport,1.5473802837953e-13,1.96045993800189
OG0000796,Sphingopyxis,D55_vs_D0,2.14564752562145,1.60178604592767e-13,rlmN,MULTISPECIES: 23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,K06941,,J: Translation;ribosomal structure and biogenesis,1.60178604592767e-13,2.14564752562145
OG0001153,Sphingopyxis,D55_vs_D0,-2.64048682691083,1.6282428308665e-13,lemA,LemA family protein,K03744,,S: Function unknown,1.6282428308665e-13,2.64048682691083
OG0000825,Sphingopyxis,D55_vs_D0,2.76417468271112,1.66580804905043e-13,rplU,50S ribosomal protein L21,K02888,Ribosome,J: Translation;ribosomal structure and biogenesis,1.66580804905043e-13,2.76417468271112
OG0000254,Sphingopyxis,D55_vs_D0,1.58134162267157,1.78212547335257e-13,ilvA,"MULTISPECIES: threonine ammonia-lyase, biosynthetic",K01754,Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Carbon metabolism;Glycine;serine and threonine metabolism;Metabolic pathways;Valine;leucine and isoleucine biosynthesis,E: Amino acid transport and metabolism,1.78212547335257e-13,1.79070976505484
OG0000009,Sphingopyxis,D55_vs_D0,2.14003603644452,1.80838784351273e-13,gene2227,IS5 family transposase,,,L: Replication;recombination and repair;O: Posttranslational modification;protein turnover;chaperones,1.80838784351273e-13,2.14003603644452
OG0000565,Sphingopyxis,D55_vs_B55,2.21522319065614,1.96304499950325e-13,yliI,hypothetical protein,K21430,,G: Carbohydrate transport and metabolism,1.96304499950325e-13,3.07685369454053
OG0000803,Sphingopyxis,D55_vs_D0,-2.62812706414584,2.06198222494e-13,metK,MULTISPECIES: methionine adenosyltransferase,K00789,Biosynthesis of amino acids;Biosynthesis of cofactors;Biosynthesis of secondary metabolites;Biosynthesis of various plant secondary metabolites;Cysteine and methionine metabolism;Metabolic pathways;One carbon pool by folate,H: Coenzyme transport and metabolism,2.06198222494e-13,2.62812706414584
OG0000483,Sphingopyxis,D55_vs_D0,-1.58670841269073,2.06908658939533e-13,ntrX,sigma-54 dependent transcriptional regulator,K10941;K13599,Biofilm formation - Pseudomonas aeruginosa;Biofilm formation - Vibrio cholerae;Flagellar assembly;Two-component system,T: Signal transduction mechanisms;K: Transcription,2.06908658939533e-13,1.58670841269073
OG0000289,Sphingopyxis,D55_vs_D0,3.86280117769483,2.1222882518673e-13,gene4058,MULTISPECIES: DUF2958 domain-containing protein,,,E: Amino acid transport and metabolism,2.1222882518673e-13,3.86280117769483
OG0001008,Sphingopyxis,D55_vs_D0,-1.86750110744475,2.12782866643343e-13,gene2745,MULTISPECIES: hypothetical protein,,,,2.12782866643343e-13,1.86750110744475
OG0000158,Sphingopyxis,D55_vs_B55,2.1873554595834,2.2821772146464e-13,algR,MULTISPECIES: LytTR family DNA-binding domain-containing protein,K02477;K08083,Two-component system,K: Transcription;T: Signal transduction mechanisms,2.2821772146464e-13,2.1873554595834
OG0002307,Sphingopyxis,D55_vs_B55,1.98232940425705,2.2821772146464e-13,gene0771,hypothetical protein,,,,2.2821772146464e-13,1.98232940425705
OG0000242,Sphingopyxis,D55_vs_B55,1.96904421397382,2.2821772146464e-13,bepA,M48 family metalloprotease,K23010;K01423,Spinocerebellar ataxia,O: Posttranslational modification;protein turnover;chaperones;S: Function unknown;M: Cell wall/membrane/envelope biogenesis,2.2821772146464e-13,1.96904421397382
OG0000801,Sphingopyxis,D55_vs_D0,-4.25653704601,2.37323755735205e-13,metH,methionine synthase,K00548,Antifolate resistance;Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Cobalamin transport and metabolism;Cysteine and methionine metabolism;Folate transport and metabolism;Metabolic pathways;One carbon pool by folate;Selenocompound metabolism,E: Amino acid transport and metabolism,2.37323755735205e-13,4.25653704601
OG0000785,Sphingopyxis,D55_vs_D0,2.36638922266572,2.37323755735205e-13,rpsG,MULTISPECIES: 30S ribosomal protein S7,K02992,Ribosome,J: Translation;ribosomal structure and biogenesis,2.37323755735205e-13,2.36638922266572
OG0000872,Sphingopyxis,D55_vs_D0,1.52720249844048,2.37348431910453e-13,typA,translational GTPase TypA,K06207,,T: Signal transduction mechanisms,2.37348431910453e-13,1.52720249844048
OG0000611,Sphingopyxis,D55_vs_D0,2.83816891936608,2.39957388050842e-13,rpsF,MULTISPECIES: 30S ribosomal protein S6,K02990,Ribosome,J: Translation;ribosomal structure and biogenesis,2.39957388050842e-13,2.83816891936608
OG0002283,Sphingopyxis,D55_vs_D0,2.26596169293154,2.39957388050842e-13,gene2084,autotransporter outer membrane beta-barrel domain-containing protein,,,E: Amino acid transport and metabolism;Q: Secondary metabolites biosynthesis;transport and catabolism,2.39957388050842e-13,2.26596169293154
OG0001204,Sphingopyxis,D55_vs_D0,2.14180142595392,2.39957388050842e-13,sufE,Fe-S metabolism protein SufE,K02426,,S: Function unknown,2.39957388050842e-13,2.14180142595392
OG0000491,Sphingopyxis,D55_vs_D0,2.66923484605421,2.54558032865592e-13,ndh,FAD-dependent oxidoreductase,K03885,Metabolic pathways;Oxidative phosphorylation,C: Energy production and conversion,2.54558032865592e-13,2.66923484605421
OG0001350,Sphingopyxis,D55_vs_B55,2.05754671185245,2.54729452347689e-13,serB,phosphoserine phosphatase SerB,K01079,Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Carbon metabolism;Glycine;serine and threonine metabolism;Metabolic pathways;Methane metabolism;Microbial metabolism in diverse environments,E: Amino acid transport and metabolism,2.54729452347689e-13,2.05754671185245
OG0001248,Sphingopyxis,D55_vs_D0,-1.85649842686143,2.71307932530897e-13,bioB,biotin synthase BioB,K01012,Biosynthesis of cofactors;Biotin metabolism;Metabolic pathways,H: Coenzyme transport and metabolism,2.71307932530897e-13,4.58831244428079
OG0000204,Sphingopyxis,D55_vs_B55,2.11884952287332,2.86820777267003e-13,rpoE,sigma-70 family RNA polymerase sigma factor,K03088;K24073,,K: Transcription,2.86820777267003e-13,2.11884952287332
OG0001357,Sphingopyxis,D55_vs_D0,-1.88814559610503,3.31939018016572e-13,nemR,MULTISPECIES: TetR/AcrR family transcriptional regulator,K16137,,K: Transcription,3.31939018016572e-13,2.5412297004657
OG0002102,Sphingopyxis,D55_vs_D0,-1.79744342107127,3.45102342565259e-13,hipO,MULTISPECIES: M20 aminoacylase family protein,K01451,,S: Function unknown,3.45102342565259e-13,2.45783089632057
OG0001031,Sphingopyxis,D55_vs_D0,1.28526594974617,3.57692898156676e-13,galE,NAD(P)H-binding protein,K28561;K03953,Metabolic pathways;Sphingolipid metabolism;Alzheimer disease;Amyotrophic lateral sclerosis;Chemical carcinogenesis - reactive oxygen species;Diabetic cardiomyopathy;Huntington disease;Non-alcoholic fatty liver disease;Oxidative phosphorylation;Parkinson disease;Pathways of neurodegeneration - multiple diseases;Prion disease;Retrograde endocannabinoid signaling;Thermogenesis,G: Carbohydrate transport and metabolism;M: Cell wall/membrane/envelope biogenesis,3.57692898156676e-13,1.28526594974617
OG0001017,Sphingopyxis,D55_vs_D0,1.91077188822487,3.68093148054269e-13,yegE,HWE histidine kinase domain-containing protein,,,T: Signal transduction mechanisms,3.68093148054269e-13,2.14221767348013
OG0001570,Sphingopyxis,D55_vs_B55,2.39396838166648,4.5308003839183e-13,mgtC,MgtC/SapB family protein,K07507,,S: Function unknown,4.5308003839183e-13,2.48136450042057
OG0000502,Sphingopyxis,D55_vs_D0,-2.29631417882143,4.55063563767559e-13,wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,K02474;K02472,Biosynthesis of nucleotide sugars;Biosynthesis of various nucleotide sugars;Metabolic pathways;Biofilm formation - Vibrio cholerae;Two-component system,M: Cell wall/membrane/envelope biogenesis,4.55063563767559e-13,2.29631417882143
OG0002279,Sphingopyxis,D55_vs_D0,2.28759508217244,4.97786290845455e-13,gene0326,metal-dependent hydrolase,K07044,,S: Function unknown,4.97786290845455e-13,2.28759508217244
OG0001990,Sphingopyxis,D55_vs_D0,-1.75568808780886,4.97814056269046e-13,cheA,chemotaxis protein CheW,K03407,Bacterial chemotaxis;Two-component system,T: Signal transduction mechanisms;N: Cell motility,4.97814056269046e-13,1.75568808780886
OG0000133,Sphingopyxis,D55_vs_D0,1.73020695245357,5.31304095587135e-13,gene0941,phytanoyl-CoA dioxygenase,,,Q: Secondary metabolites biosynthesis;transport and catabolism,5.31304095587135e-13,1.73020695245357
OG0000990,Halomonas,D55_vs_D0,-3.95704694246723,5.77368828939688e-13,phoX,phosphatase,K07093,,S: Function unknown,5.77368828939688e-13,4.29974617128211
OG0000086,Sphingopyxis,D55_vs_D0,1.89907045661918,6.209457242514269e-13,serA,phosphoglycerate dehydrogenase,K00058;K00032;K00090;K00015,Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Carbon metabolism;Cysteine and methionine metabolism;Glycine;serine and threonine metabolism;Metabolic pathways;Methane metabolism;Microbial metabolism in diverse environments;Glutathione metabolism;Glyoxylate and dicarboxylate metabolism;Pentose phosphate pathway;Pyruvate metabolism,E: Amino acid transport and metabolism;H: Coenzyme transport and metabolism;C: Energy production and conversion,6.209457242514269e-13,1.89907045661918
OG0000250,Sphingopyxis,D55_vs_D0,-1.57256982255305,6.209457242514269e-13,serB-plsC,HAD-IB family hydrolase,K28842;K00655;K15781,Biosynthesis of amino acids;Histidine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Glycerolipid metabolism;Glycerophospholipid metabolism,E: Amino acid transport and metabolism;I: Lipid transport and metabolism;H: Coenzyme transport and metabolism,6.209457242514269e-13,1.57256982255305
OG0000002,Sphingopyxis,D55_vs_D0,-1.43536139150212,6.85890404946873e-13,mucR,EAL domain-containing protein,K13069;K21085;K21021;K13590,Biofilm formation - Escherichia coli;Biofilm formation - Pseudomonas aeruginosa;Cell cycle - Caulobacter,T: Signal transduction mechanisms,6.85890404946873e-13,1.43536139150212
OG0001162,Sphingopyxis,D55_vs_D0,-1.63874414003246,7.04402191803727e-13,gene2042,MULTISPECIES: nuclear transport factor 2 family protein,,,S: Function unknown,7.04402191803727e-13,1.63874414003246
OG0000507,Sphingopyxis,D55_vs_D0,2.15174534762522,7.594034787727599e-13,norM,MATE family efflux transporter,K26939;K26937,,V: Defense mechanisms,7.594034787727599e-13,2.15174534762522
OG0000723,Sphingopyxis,D55_vs_D0,1.79968077507858,7.594034787727599e-13,atpH,F0F1 ATP synthase subunit delta,K02113,Metabolic pathways;Oxidative phosphorylation;Photosynthesis,C: Energy production and conversion,7.594034787727599e-13,2.14028780452991
OG0000598,Sphingopyxis,D55_vs_D0,1.87198628326263,7.594034787727599e-13,yggS,YggS family pyridoxal phosphate-dependent enzyme,K06997,,S: Function unknown,7.594034787727599e-13,1.87198628326263
OG0000779,Sphingopyxis,D55_vs_D0,1.69008372117977,7.93766469004792e-13,rpsS,MULTISPECIES: 30S ribosomal protein S19,K02965,Ribosome,J: Translation;ribosomal structure and biogenesis,7.93766469004792e-13,1.79674526506106
OG0001925,Sphingopyxis,D55_vs_D0,1.76217515606008,8.05466291495966e-13,pmbA,MULTISPECIES: metalloprotease PmbA,K03592,,S: Function unknown,8.05466291495966e-13,1.76217515606008
OG0000147,Sphingopyxis,D55_vs_D0,3.62741955271134,8.13436890967769e-13,mutT,GNAT family N-acetyltransferase,,,J: Translation;ribosomal structure and biogenesis,8.13436890967769e-13,3.62741955271134
OG0000943,Sphingopyxis,D55_vs_D0,-1.97315394034216,8.42826198205983e-13,tolB,PD40 domain-containing protein,K03641,,U: Intracellular trafficking;secretion;and vesicular transport,8.42826198205983e-13,1.97315394034216
OG0000349,Sphingopyxis,D55_vs_B55,1.91880211914438,8.81927116777676e-13,osmC,organic hydroperoxide resistance protein,K04063,,O: Posttranslational modification;protein turnover;chaperones,8.81927116777676e-13,2.74800236431589
OG0000459,Sphingopyxis,D55_vs_B55,2.03323133808429,9.51666786132118e-13,pphA,MULTISPECIES: metallophosphoesterase,K01525,Metabolic pathways;Purine metabolism,T: Signal transduction mechanisms,9.51666786132118e-13,2.03323133808429
OG0002329,Sphingopyxis,D55_vs_D0,-1.69221126123771,9.685386461851699e-13,gene1703,retroviral-like aspartic protease family protein,,,S: Function unknown,9.685386461851699e-13,1.69221126123771
OG0000103,Sphingopyxis,D55_vs_D0,-1.51958155381742,9.685386461851699e-13,mscK,mechanosensitive channel MscK,K22044;K05802;K03442;K16052,,M: Cell wall/membrane/envelope biogenesis;D: Cell cycle control;cell division;chromosome partitioning,9.685386461851699e-13,1.59185291162345
OG0002268,Sphingopyxis,D55_vs_D0,1.56487054886918,9.685386461851699e-13,gene0060,hypothetical protein,,,,9.685386461851699e-13,1.56487054886918
OG0001861,Sphingopyxis,D55_vs_D0,-2.24723300436101,9.70258137724924e-13,bpt,arginyltransferase,K21420,,O: Posttranslational modification;protein turnover;chaperones,9.70258137724924e-13,2.24723300436101
OG0001946,Sphingopyxis,D55_vs_D0,-3.4068452489124,9.71435013057389e-13,gene2465,DUF3008 family protein,,,S: Function unknown,9.71435013057389e-13,3.4068452489124
OG0002067,Sphingopyxis,D55_vs_D0,-3.2314919578753,9.74821017879153e-13,gene0787,DUF2218 domain-containing protein,K09956,,S: Function unknown,9.74821017879153e-13,3.2314919578753
OG0002039,Sphingopyxis,D55_vs_D0,1.38993929984958,1.09279492982212e-12,glk,MULTISPECIES: glucokinase,K00845,Amino sugar and nucleotide sugar metabolism;Biosynthesis of nucleotide sugars;Biosynthesis of secondary metabolites;Carbon metabolism;Galactose metabolism;Glycolysis / Gluconeogenesis;Metabolic pathways;Microbial metabolism in diverse environments;Neomycin;kanamycin and gentamicin biosynthesis;Starch and sucrose metabolism;Streptomycin biosynthesis,F: Nucleotide transport and metabolism;G: Carbohydrate transport and metabolism,1.09279492982212e-12,1.38993929984958
OG0002277,Sphingopyxis,D55_vs_D0,-2.33612965915817,1.10641471711956e-12,gene0775,NTP transferase domain-containing protein,,,H: Coenzyme transport and metabolism,1.10641471711956e-12,2.33612965915817
OG0001124,Sphingopyxis,D55_vs_B55,2.14943252708684,1.10837297137182e-12,topA,MULTISPECIES: DNA topoisomerase IB,,,L: Replication;recombination and repair,1.10837297137182e-12,2.14943252708684
OG0002270,Sphingopyxis,D55_vs_D0,-1.57115150357763,1.13635775205631e-12,mvpA,type II toxin-antitoxin system VapC family toxin,K18828,,S: Function unknown,1.13635775205631e-12,1.57115150357763
OG0000199,Sphingopyxis,D55_vs_D0,3.45410023316713,1.18450351136899e-12,trbC,Conjugal transfer protein TrbC,K20528,Quorum sensing,U: Intracellular trafficking;secretion;and vesicular transport,1.18450351136899e-12,3.45410023316713
OG0000239,Halomonas,D55_vs_D0,3.37417005970224,1.21630770430793e-12,lpxC-fabZ,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,K02372;K02535;K16363,Biosynthesis of cofactors;Biotin metabolism;Fatty acid biosynthesis;Fatty acid metabolism;Metabolic pathways;Lipopolysaccharide biosynthesis,I: Lipid transport and metabolism;M: Cell wall/membrane/envelope biogenesis,1.21630770430793e-12,3.37417005970224
OG0000234,Sphingopyxis,D55_vs_D0,-1.46560323708855,1.23115413589802e-12,cysK,cysteine synthase A,K12339;K01697;K01738,Biosynthesis of amino acids;Cysteine and methionine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Glycine;serine and threonine metabolism;One carbon pool by folate;Carbon metabolism;Microbial metabolism in diverse environments;Sulfur cycle;Sulfur metabolism,E: Amino acid transport and metabolism,1.23115413589802e-12,1.46560323708855
OG0000852,Sphingopyxis,D55_vs_B55,1.81722694567123,1.23234577066028e-12,udg,UdgX family uracil-DNA binding protein,K21929,Base excision repair,L: Replication;recombination and repair,1.23234577066028e-12,1.81722694567123
OG0002215,Sphingopyxis,D55_vs_D0,1.90529392305095,1.341421395794e-12,gene3115,alpha/beta hydrolase,K07018,,S: Function unknown,1.341421395794e-12,1.90529392305095
